worry
.1604414
-1.147129
.2781135
.8406329
1.113019
.1068048
1.05939
1.048461
.7659813
1.926781
1.311883
.4753616
.194081
-.1256643
-.3180653
.3978103
-.3957186
.5375561
-.2962536
.6019627
.6447143
1.38718
2.574762
.4884098
.3263294
-.326212
-.138945
-.5892513
-1.283401
-1.247715
-.2948903
.7998419
1.333397
.4298558
-.0229017
.4374644
-.2405679
-.7070279
-.5491448
.3230793
-.5256564
-.6207523
-.0725911
-.2908302
.6302318
.936847
.9081883
.413499
.1663401
-.7815769
-.1144337
.1356799
-.3009457
-.5323694
-.0255382
.5766098
.7268723
