job_market_f
.8852977
1.09661
.8937567
2.577281
.5147303
.1190335
-.0996202
.2479099
-2.11539
-1.755517
-.2296765
.5481456
.0515894
.8852
.2781743
.9405349
1.142683
3.223792
-.0997438
-.3634841
-.8276295
-.3323561
-.6346464
-.1816274
.1021416
.9500717
.4937152
1.82035
1.731668
1.598886
-.2744237
-.130255
-.3839641
-.5839712
-.7338253
.0519464
.1059301
-.6948109
-.2268893
-.701018
-.3783872
-1.063571
-.6289489
-.8631212
-.6037281
-1.024103
-.8384784
-1.179309
-.5521703
-.3921037
-.0585746
.0128109
.4836149
.5936703
-.5813388
-1.282454
-1.534405
