laugh
-.6948259
-.8239183
-.0219242
-.3280212
-.7175611
-1.658557
.5221854
-.4049976
-1.200529
-1.038638
.5946934
-.2757838
-.4821748
1.29448
.899102
1.744611
-.0276331
.002717
1.846961
1.475413
.4038169
.2193569
-.9603554
-2.016016
-2.627425
-.7777376
.5762606
1.454948
1.07025
1.144626
-.0112244
.5826681
.3423007
-.0158793
.5070606
-.4524189
-.901505
-.9739734
.2996335
-.4977565
-.8296549
.0352579
.2856367
1.767732
.8132956
.8340184
.9486562
-.1253707
-1.083208
.7571817
.0761756
.3403117
.0418374
-.5368293
-.0079797
1.269476
-.3787644
