happiness
-1.023383
-1.756704
-.5774217
-1.097753
-.4601276
-.2395072
-.9512638
-.9522159
-.6796336
-1.100387
-.0022908
-.8512788
.2950976
-.4949098
.3638686
.6379101
.7808803
.3666853
.1777471
.8207673
-.177436
-.538314
-1.630331
-.2997856
.8879882
1.159302
1.600273
.9342366
1.03695
.6728215
.8591333
1.27799
.3627573
-.5430537
-.1553542
-.0719437
-.1141347
.552322
.3904551
.4488679
.9680616
-.0539424
-.0206141
1.164747
.4542622
-.2095825
.2316307
-.3083665
.5215445
.1862016
.1880764
1.134925
1.151428
.9536629
-.0442325
.5532365
.0601366
