civic_f
1.789376
1.492637
.4320029
.9742367
.8610313
1.754983
.8704632
-.0262331
.4783308
1.799631
1.283519
1.577395
-.155221
-.1407921
.4655218
.4599541
.523553
1.675987
1.041614
-.6277512
-.9371753
.3670461
-.1108242
-.2629361
-.5701876
.4864047
.01689
-.1424588
1.167027
1.005172
-.1496262
-.4027135
-.0464634
.0507343
.3676386
.2173241
-.8377687
-.6901248
-1.220248
-1.518081
.031172
.2902524
.1922711
-.5597799
-2.983748
-.6736344
-.5892754
.2881931
-1.340259
-1.491966
-1.178036
-1.031601
-.3258735
-.2141818
-.5371393
-1.059765
-2.136497
