anger
-1.021146
-.6045586
-.6621678
-1.396161
-.7087079
-.5903065
.2117351
.6171127
-.2817309
.9693285
-.0242628
.1424604
-1.319257
-1.005904
-1.684279
-1.22481
-.3535762
-1.086969
.3610971
.123342
-.8592614
.3695301
1.267898
.8791289
-.1241272
-1.146975
-.9441752
-1.505318
-1.102561
-1.092674
-.5892014
.3539379
1.247185
.7017856
.1326998
.3929766
.6379505
.5064282
-.7285223
-.453843
.060875
-.3918436
.9189634
.0150368
.904003
.0971058
.2489
-.437682
-.5134103
-.2427429
-.5506774
-.4823715
.9962271
.373966
1.783871
1.33406
1.211618
