healthy_habits_f
2.892178
1.290265
-.9553861
-.5316819
-.3862517
2.110045
.5683579
-.7957264
-.4875912
-2.264723
-1.249437
-.4224116
.6857266
1.127653
-.0891222
.4947914
.6294097
.125886
-.0699693
-.2583649
-1.18322
.1000043
-1.749262
-.6722953
.2079585
.9620222
1.266135
.8611169
.3113318
.4844328
.7007079
-.4421034
-.9640259
-1.536157
.1038752
-.4488724
1.23633
.23537
.1514819
.4249844
-.2769384
.8413997
.7755418
-.2441308
-1.468636
-1.413399
-.7999737
-.4108044
1.166043
.0830972
.4575568
.5869904
-.7472975
1.841124
-1.197473
-.8874518
-.7691094
