big_picture_f
.7571023
1.138136
1.360126
.1181808
.9089816
-.9076048
-1.64425
-1.268875
1.496046
1.205694
1.135423
.6785996
.5529374
.8388909
.8507663
-.3067901
-.2080138
-1.324212
-2.231757
-1.30829
1.491884
1.369792
.6374227
-.0622818
.2428169
.2866536
.5037915
.3741866
-.1540139
-1.828159
-1.570079
-.5177916
1.210321
.7935628
.2796295
.4354785
.3495377
.446899
-.0909248
-.3877091
-.3776138
-1.402787
-2.174891
-.425948
1.150049
.3500758
.352757
.0004841
-.2620914
-.0000233
-.2626907
.2191507
-.5168439
-1.638166
-1.771514
-.1796864
1.287631
