health_conditions_f
.7360017
2.45609
2.065095
1.077202
-.2705687
.5083661
-.2761893
-.1710762
1.219004
.9760569
1.525703
.3846261
-.1806404
1.71235
1.313353
.983897
-.4421299
-.8211367
-1.394156
-1.662095
-.540044
.1964216
-.6811097
-.9652292
-1.469077
.4187868
.7117262
.2425948
-.5789431
-1.294734
-.7378724
-1.836878
-.0745005
1.557404
.5623036
.0134639
-1.23944
-1.104967
.5591925
.4383206
-.1415522
.322573
-.487231
-.7573215
-.0849272
1.238732
.0443318
.2257891
-.3175157
.1858611
.8403255
.2521119
-.580486
-.1834299
-1.678836
-1.797749
-.9978487
