personal_security_f
-.2230849
-.7536191
-1.096359
-.6381833
-.1490361
-1.022228
-.2491024
-1.556494
-1.240896
-1.467843
-1.105167
.5139652
-1.037853
-.2575248
.5934707
.5654624
-.0985626
-.1347235
.695186
-.8941365
-.843322
-.8879225
.4216358
4.25862
2.724396
1.223129
.3956806
.2699049
.053642
-.1814275
1.752992
-.7113896
-1.311402
-.7046503
.0982515
1.077172
-.3437665
-.5658515
-.0279257
-.0948279
.0937273
-.2171086
.659954
-.5294774
-.1924926
-.275174
1.081574
.4150311
.291137
.431689
-.0248192
-.6350158
-.37359
.9585938
1.149703
-.268438
.3884983
