health_conditions_f
1.02029
.4931698
1.632856
.463179
-.1057959
.0297103
-.7718092
-.7201242
-1.491407
1.497364
-.2598051
.60308
-.4122856
1.649627
.2681067
1.714698
.5926673
-1.339644
-.5182915
-1.743967
-.4398929
2.108625
-.3216985
-1.186414
.0388567
-.0023183
.0670285
1.719559
-.3020253
-.9576202
.5420641
-1.765345
-.4406506
.5309152
1.050475
-.3287286
-.6075691
.4628071
1.095727
1.334193
-1.018344
-.9545959
-.3608634
-1.064942
-1.386989
.7125527
-.1735897
-.3018577
-1.100868
-.1752432
.2493896
2.007712
1.159948
.1610158
-.5813481
-1.33627
-1.035315
