date,swb_worry
2011m1,-.3439727
2011m2,-.4830444
2011m3,-.6221002
2011m4,-.7162381
2011m5,-.8408852
2011m6,-.7077243
2011m7,-.2098598
2011m8,.5513707
2011m9,.9645028
2011m10,.8053088
2011m11,.3231372
2011m12,-.1164069
2012m1,-.2249206
2012m2,-.4082268
2012m3,-.7914562
2012m4,-1.124043
2012m5,-1.178134
2012m6,-.9774529
2012m7,-.6556597
2012m8,-.5212324
2012m9,-.0994522
2012m10,.3409759
2012m11,.3452258
2012m12,-.2115592
2013m1,-.8344688
2013m2,-1.527966
2013m3,-1.971992
2013m4,-1.941367
2013m5,-1.756297
2013m6,-1.596708
2013m7,-1.570496
2013m8,-1.459162
2013m9,-1.275386
2013m10,-1.183226
2013m11,-1.50577
2013m12,-1.728567
2014m1,-1.715875
2014m2,-1.884091
2014m3,-2.122807
2014m4,-2.11407
2014m5,-1.907767
2014m6,-1.614152
2014m7,-1.510079
2014m8,-1.564977
2014m9,-1.59689
2014m10,-1.661429
2014m11,-1.957495
2014m12,-2.307179
2015m1,-2.288129
2015m2,-2.116851
2015m3,-2.238471
2015m4,-2.489965
2015m5,-2.509708
2015m6,-2.146129
2015m7,-1.856986
2015m8,-1.649122
2015m9,-1.488658
2015m10,-1.508574
2015m11,-1.823702
2015m12,-2.034837
2016m1,-2.214253
2016m2,-2.209767
2016m3,-1.964874
2016m4,-1.664154
