date,swb_security
2011m1,-.8412364
2011m2,-.5143023
2011m3,-.3358655
2011m4,.1446893
2011m5,.6942768
2011m6,.9559302
2011m7,.8659005
2011m8,.4935596
2011m9,-.0776774
2011m10,-.5781967
2011m11,-.4986338
2011m12,-.1439163
2012m1,.3329726
2012m2,.7675048
2012m3,1.320676
2012m4,1.844326
2012m5,2.116345
2012m6,1.983233
2012m7,1.591592
2012m8,.9749019
2012m9,.3921219
2012m10,.0193637
2012m11,-.3468918
2012m12,-.4399112
2013m1,-.0302775
2013m2,.6934484
2013m3,1.282128
2013m4,1.69744
2013m5,2.022101
2013m6,2.011185
2013m7,1.804455
2013m8,1.696295
2013m9,1.657414
2013m10,1.422152
2013m11,1.201929
2013m12,1.201227
2014m1,1.561391
2014m2,1.974757
2014m3,2.177606
2014m4,2.365879
2014m5,2.59096
2014m6,2.587929
2014m7,2.332506
2014m8,2.030409
2014m9,1.744352
2014m10,1.716734
2014m11,1.783902
2014m12,1.691135
2015m1,1.700961
2015m2,1.769819
2015m3,1.747777
2015m4,1.730445
2015m5,1.809513
2015m6,1.855138
2015m7,1.836546
2015m8,1.622094
2015m9,1.386049
2015m10,1.222273
2015m11,1.225308
2015m12,1.338715
2016m1,1.657763
2016m2,1.826631
2016m3,1.494571
2016m4,.4135814
