date,swb_job_satisfaction
2008m1,-.1966099
2008m2,-.1946588
2008m3,-.2289853
2008m4,-.2909212
2008m5,-.2869357
2008m6,-.2667391
2008m7,-.3344846
2008m8,-.3329619
2008m9,.1157112
2008m10,.571991
2008m11,.9280391
2008m12,1.455377
2009m1,1.897379
2009m2,1.908877
2009m3,1.769096
2009m4,1.442021
2009m5,1.366462
2009m6,1.314785
2009m7,1.103155
2009m8,.9978411
2009m9,1.391734
2009m10,2.049389
2009m11,2.333307
2009m12,2.292327
2010m1,2.166978
2010m2,2.15988
2010m3,2.112173
2010m4,1.993946
2010m5,1.729506
2010m6,1.649198
2010m7,1.591644
2010m8,1.383383
2010m9,1.363311
2010m10,1.390572
2010m11,1.57596
2010m12,1.414091
2011m1,.8854401
2011m2,.5246205
2011m3,.41491
2011m4,.5056823
2011m5,.4606891
2011m6,.3536343
2011m7,.3141498
2011m8,.3278571
2011m9,.351455
2011m10,.3830965
2011m11,.3311774
2011m12,.2910417
2012m1,.1971463
2012m2,.1003818
2012m3,.0903107
2012m4,.1189545
2012m5,.0973112
2012m6,.0662958
2012m7,.0170984
2012m8,.0017669
2012m9,.1336999
2012m10,.2536724
2012m11,.2098443
2012m12,.0223453
2013m1,-.1198136
2013m2,-.2133399
2013m3,-.2995186
2013m4,-.4276672
2013m5,-.4469027
2013m6,-.5726077
2013m7,-.7571847
2013m8,-.8790464
2013m9,-.8401589
2013m10,-.6951122
2013m11,-.5816687
2013m12,-.3592
2014m1,-.1234118
2014m2,-.0527285
2014m3,-.2258784
2014m4,-.4875433
2014m5,-.8062901
2014m6,-1.008507
2014m7,-1.058489
2014m8,-1.116454
2014m9,-1.060289
2014m10,-.9990484
2014m11,-.8811262
2014m12,-.7004517
2015m1,-.4049905
2015m2,-.399902
2015m3,-.4728496
2015m4,-.6202962
2015m5,-.7511933
2015m6,-.7825487
2015m7,-.6095994
2015m8,-.3973732
2015m9,-.2469096
2015m10,-.3010307
2015m11,-.407543
2015m12,-.4516978
2016m1,-.3761849
2016m2,-.2314622
2016m3,.1215442
2016m4,.6723761
