date,swb_sadness
2011m1,.2822133
2011m2,.2101383
2011m3,.2724285
2011m4,.1562994
2011m5,.0642608
2011m6,-.1214336
2011m7,-.0731885
2011m8,.2895761
2011m9,.4870898
2011m10,.4353747
2011m11,.6787883
2011m12,.9487944
2012m1,.9594607
2012m2,.9548984
2012m3,.8927528
2012m4,.9539393
2012m5,.844995
2012m6,.5512031
2012m7,.6692665
2012m8,.9038327
2012m9,.8671657
2012m10,.824592
2012m11,1.353805
2012m12,2.234913
2013m1,2.272016
2013m2,1.528856
2013m3,.9198156
2013m4,.7547702
2013m5,.6299087
2013m6,.2977161
2013m7,.442392
2013m8,.8921963
2013m9,1.136083
2013m10,.9263732
2013m11,.9793105
2013m12,1.071077
2014m1,.9889058
2014m2,.5360833
2014m3,-.00241
2014m4,-.3863557
2014m5,-.2675626
2014m6,-.0292874
2014m7,.5566397
2014m8,1.236961
2014m9,1.171976
2014m10,.5412356
2014m11,.2018216
2014m12,.2509082
2015m1,.0314652
2015m2,-.4581567
2015m3,-.5360539
2015m4,-.2837612
2015m5,-.1705732
2015m6,-.4071037
2015m7,-.3614554
2015m8,.0846611
2015m9,.3815015
2015m10,.5735518
2015m11,.5748361
2015m12,.4077025
2016m1,.0944375
2016m2,-.172578
2016m3,-.754066
2016m4,-1.805968
