date,cat_healthy_habits
2011m1,1.543115
2011m2,.8536007
2011m3,.4451777
2011m4,.1022472
2011m5,-.1294006
2011m6,-.3623126
2011m7,-.5744793
2011m8,-.8322307
2011m9,-.9717933
2011m10,-1.145338
2011m11,-1.177359
2011m12,-.7993357
2012m1,.097538
2012m2,.5888619
2012m3,.7059583
2012m4,.6107824
2012m5,.4092783
2012m6,.3181745
2012m7,.155923
2012m8,-.2675662
2012m9,-.7397492
2012m10,-1.195172
2012m11,-1.215297
2012m12,-.7062411
2013m1,.4183237
2013m2,1.148976
2013m3,1.343057
2013m4,1.290491
2013m5,.9300295
2013m6,.5284604
2013m7,.1808368
2013m8,-.2989551
2013m9,-.6364427
2013m10,-.7681087
2013m11,-.800961
2013m12,-.5154195
2014m1,.3338507
2014m2,.8842489
2014m3,1.113315
2014m4,1.032336
2014m5,.6892371
2014m6,.3499843
2014m7,-.0561114
2014m8,-.515655
2014m9,-.7469456
2014m10,-.9446378
2014m11,-.9445716
2014m12,-.5763223
2015m1,.2522877
2015m2,.5489525
2015m3,.6287469
2015m4,.5977678
2015m5,.3913167
2015m6,.163147
2015m7,-.1965224
2015m8,-.6756301
2015m9,-1.024101
2015m10,-1.275242
2015m11,-1.209105
2015m12,-.8392682
2016m1,-.0521199
2016m2,.6116894
2016m3,1.136945
2016m4,1.787737
