region,date,crime
Auvergne,2013m1,.10381465
Auvergne,2013m2,-.33012581
Auvergne,2013m3,-.37126398
Auvergne,2013m4,-.63000447
Auvergne,2013m5,-.54775518
Auvergne,2013m6,-.77927744
Auvergne,2013m7,-.79713356
Auvergne,2013m8,-.90549076
Auvergne,2013m9,-.16358031
Auvergne,2013m10,-.26138484
Auvergne,2013m11,.012319125
Auvergne,2013m12,-.33984786
Auvergne,2014m1,.35581505
Auvergne,2014m2,.44835305
Auvergne,2014m3,-.29983032
Auvergne,2014m4,-.72997802
Auvergne,2014m5,-.618132
Auvergne,2014m6,-.92495477
Auvergne,2014m7,-.65167022
Auvergne,2014m8,-.54743189
Auvergne,2014m9,.1129889
Auvergne,2014m10,.33763266
Auvergne,2014m11,.10678008
Auvergne,2014m12,-.71437782
Auvergne,2015m1,.71046799
Auvergne,2015m2,.90152293
Auvergne,2015m3,.31486344
Auvergne,2015m4,.084203698
Auvergne,2015m5,.019374475
Auvergne,2015m6,.13579695
Auvergne,2015m7,-.23237941
Auvergne,2015m8,-.32122645
Auvergne,2015m9,.38458589
Auvergne,2015m10,-.10525356
Auvergne,2015m11,1.5028921
Auvergne,2015m12,.11791128
Auvergne,2016m1,.45584708
Auvergne,2016m2,.020498615
Auvergne,2016m3,.1634683
Auvergne,2016m4,-.28220475
Auvergne,2016m5,.23548828
Auvergne,2016m6,-.15056191
Auvergne,2016m7,-.17687491
Auvergne,2016m8,-.018377651
Auvergne,2016m9,.44884688
Auvergne,2016m10,.81151599
Auvergne,2016m11,1.3955168
Auvergne,2016m12,.24668667
Auvergne,2017m1,.38829663
Auvergne,2017m2,.65456235
Auvergne,2017m3,.95465827
