date,swb_happiness
2008m1,.4980214
2008m2,.665327
2008m3,1.018044
2008m4,1.322005
2008m5,1.579211
2008m6,1.640189
2008m7,1.356074
2008m8,1.028858
2008m9,.6820216
2008m10,.4023043
2008m11,.0046839
2008m12,-.4693651
2009m1,-.9293525
2009m2,-1.190743
2009m3,-.9732512
2009m4,-.6014723
2009m5,-.3503916
2009m6,-.1125431
2009m7,-.0299089
2009m8,-.434625
2009m9,-.6142524
2009m10,-.4187723
2009m11,-.193815
2009m12,-.0734804
2010m1,-.1499228
2010m2,-.178352
2010m3,-.0837145
2010m4,.2604829
2010m5,.237675
2010m6,-.0321689
2010m7,-.4032353
2010m8,-.5808046
2010m9,-.357608
2010m10,.1948954
2010m11,.410252
2010m12,.30823
2011m1,.1721384
2011m2,.1530875
2011m3,.3382982
2011m4,.7360626
2011m5,.8848552
2011m6,.6175231
2011m7,.313512
2011m8,.1599647
2011m9,.2687998
2011m10,.7110806
2011m11,.9597435
2011m12,.8864498
2012m1,.9217977
2012m2,1.238133
2012m3,1.50825
2012m4,1.644007
2012m5,1.588141
2012m6,1.440721
2012m7,1.083452
2012m8,.6935651
2012m9,.448547
2012m10,.3723453
2012m11,.1960829
2012m12,-.161541
2013m1,-.2534209
2013m2,.171171
2013m3,.7530388
2013m4,1.262002
2013m5,1.445818
2013m6,1.356093
2013m7,.7125062
2013m8,-.1446509
2013m9,-.2438218
2013m10,.1897318
2013m11,.9088017
2013m12,1.11794
2014m1,.8707976
2014m2,1.07119
2014m3,1.430417
2014m4,1.615599
2014m5,1.39535
2014m6,1.152459
2014m7,.9010413
2014m8,.8114499
2014m9,.9571434
2014m10,1.421542
2014m11,1.746968
2014m12,1.949246
2015m1,2.023566
2015m2,2.146375
2015m3,2.226115
2015m4,2.366721
2015m5,2.298222
2015m6,2.099322
2015m7,1.779039
2015m8,1.40255
2015m9,1.345999
2015m10,1.548625
2015m11,1.834711
2015m12,2.017884
2016m1,1.959863
2016m2,1.912804
2016m3,1.731098
2016m4,1.37265
