date,swb_laugh
2011m1,-1.621601
2011m2,-.9627924
2011m3,-.5730624
2011m4,-.3909592
2011m5,-.3518011
2011m6,-.3822199
2011m7,-.4423239
2011m8,-.3884091
2011m9,.0635777
2011m10,.5951469
2011m11,.9871971
2011m12,1.162942
2012m1,1.005462
2012m2,.8969662
2012m3,1.002278
2012m4,.9727436
2012m5,.8733733
2012m6,.6931269
2012m7,.3409538
2012m8,-.2387025
2012m9,-.758732
2012m10,-1.098422
2012m11,-1.261969
2012m12,-1.154398
2013m1,-1.061325
2013m2,-.6359179
2013m3,-.2930856
2013m4,-.1636617
2013m5,.0001543
2013m6,-.0013046
2013m7,-.4927609
2013m8,-1.114631
2013m9,-1.289054
2013m10,-.7845428
2013m11,-.1690863
2013m12,-.3790215
2014m1,-1.161879
2014m2,-1.314246
2014m3,-.9954959
2014m4,-.8283728
2014m5,-.6093593
2014m6,-.4429726
2014m7,-.9262131
2014m8,-1.622625
2014m9,-1.710317
2014m10,-1.116829
2014m11,-.592259
2014m12,-.6845567
2015m1,-.9131204
2015m2,-.7648432
2015m3,-.7759774
2015m4,-.7649198
2015m5,-.6637728
2015m6,-.7500201
2015m7,-.8751261
2015m8,-1.092949
2015m9,-1.235601
2015m10,-1.343106
2015m11,-.9755453
2015m12,-.5326022
2016m1,-.6201637
2016m2,-.5854175
2016m3,-.3175188
2016m4,.1966132
