date,cat_civic_engagement
2008m1,-.6262731
2008m2,-.1152313
2008m3,.1394589
2008m4,.1499171
2008m5,-.1181066
2008m6,-.5356249
2008m7,-.6693441
2008m8,-.493825
2008m9,.065582
2008m10,.3447706
2008m11,.2729073
2008m12,.0478865
2009m1,.1091408
2009m2,.3530826
2009m3,.4879433
2009m4,.3754585
2009m5,.0096437
2009m6,-.3969827
2009m7,-.5092846
2009m8,-.0351257
2009m9,.9231898
2009m10,1.449304
2009m11,1.539716
2009m12,1.551186
2010m1,1.759733
2010m2,2.252126
2010m3,2.298314
2010m4,2.041256
2010m5,1.531007
2010m6,.8820268
2010m7,.7639176
2010m8,1.321995
2010m9,1.886452
2010m10,1.789983
2010m11,1.387658
2010m12,.7837083
2011m1,.3649606
2011m2,.2163581
2011m3,.1296989
2011m4,.1059827
2011m5,-.0930929
2011m6,-.3362593
2011m7,-.4374214
2011m8,-.0757577
2011m9,.5504072
2011m10,.8515325
2011m11,.9012741
2011m12,.5114599
2012m1,.1992199
2012m2,.1059745
2012m3,.0840768
2012m4,-.0517258
2012m5,-.4691453
2012m6,-.9020128
2012m7,-.9620183
2012m8,-.6107613
2012m9,-.1230594
2012m10,.1828527
2012m11,.1923305
2012m12,-.0432751
2013m1,-.1353566
2013m2,-.1894487
2013m3,-.1999294
2013m4,-.2747788
2013m5,-.652251
2013m6,-1.096461
2013m7,-1.252012
2013m8,-.9426868
2013m9,-.3305166
2013m10,.0679954
2013m11,.1047375
2013m12,-.3058266
2014m1,-.5971465
2014m2,-.5433453
2014m3,-.3919305
2014m4,-.346936
2014m5,-.6331728
2014m6,-1.108929
2014m7,-1.39336
2014m8,-1.349474
2014m9,-1.046716
2014m10,-.8977425
2014m11,-.9219846
2014m12,-1.061457
2015m1,-1.078505
2015m2,-.9586236
2015m3,-.8723972
2015m4,-.8677953
2015m5,-1.039608
2015m6,-1.210372
2015m7,-1.10871
2015m8,-.711831
2015m9,-.1577016
2015m10,.1589912
2015m11,.2176535
2015m12,.0575094
2016m1,.015248
2016m2,.0385431
2016m3,-.1252718
2016m4,-.1675651
