date,swb_security
2008m1,-.4061465
2008m2,.1767991
2008m3,.5661535
2008m4,.6330141
2008m5,.5320352
2008m6,.4037548
2008m7,.1521066
2008m8,-.208479
2008m9,-.6081581
2008m10,-.7755063
2008m11,-.4046383
2008m12,.1636811
2009m1,.7643669
2009m2,1.172803
2009m3,1.383377
2009m4,1.339594
2009m5,1.167026
2009m6,1.012603
2009m7,.8899794
2009m8,.7218534
2009m9,.3234935
2009m10,.2849084
2009m11,.0978042
2009m12,.2694135
2010m1,.7539926
2010m2,1.387167
2010m3,1.273002
2010m4,.8915719
2010m5,.777545
2010m6,.3395321
2010m7,.1492871
2010m8,.088081
2010m9,-.1291065
2010m10,-.1052627
2010m11,.2118604
2010m12,.2606091
2011m1,.6773914
2011m2,.9351129
2011m3,1.26426
2011m4,1.397572
2011m5,1.249249
2011m6,.896915
2011m7,.4392866
2011m8,.5072823
2011m9,.834954
2011m10,1.140178
2011m11,1.451463
2011m12,1.542102
2012m1,1.63866
2012m2,1.623881
2012m3,1.659163
2012m4,1.747025
2012m5,1.761485
2012m6,1.522772
2012m7,1.363972
2012m8,1.278018
2012m9,1.243843
2012m10,1.177197
2012m11,1.074416
2012m12,.9560806
2013m1,1.077886
2013m2,1.476226
2013m3,1.92143
2013m4,2.136879
2013m5,2.178212
2013m6,1.997748
2013m7,1.817332
2013m8,1.603479
2013m9,1.370775
2013m10,1.343662
2013m11,1.503793
2013m12,1.38913
2014m1,1.494757
2014m2,1.894978
2014m3,2.249602
2014m4,2.560945
2014m5,2.45011
2014m6,2.22465
2014m7,1.931954
2014m8,1.536867
2014m9,1.334035
2014m10,1.572518
2014m11,1.954389
2014m12,2.168258
2015m1,2.094885
2015m2,2.041175
2015m3,2.147453
2015m4,2.467124
2015m5,2.696705
2015m6,2.633863
2015m7,2.30493
2015m8,2.111871
2015m9,2.182768
2015m10,2.353168
2015m11,2.339018
2015m12,2.347522
2016m1,2.569519
2016m2,2.570346
2016m3,2.160776
2016m4,1.460959
