date,cat_financial_security
2011m1,.9087928
2011m2,.2671805
2011m3,-.0263825
2011m4,-.1655058
2011m5,-.4606363
2011m6,-.273712
2011m7,.1556713
2011m8,.4350853
2011m9,.1208256
2011m10,-.138603
2011m11,-.4938445
2011m12,-.6198254
2012m1,-.3748263
2012m2,-.3961665
2012m3,-.4602132
2012m4,-.5128896
2012m5,-.6457064
2012m6,-.6118233
2012m7,-.3026264
2012m8,-.2120478
2012m9,-.5831983
2012m10,-.9292644
2012m11,-1.118417
2012m12,-.7203845
2013m1,-.0819402
2013m2,-.0100607
2013m3,-.0898522
2013m4,-.2798524
2013m5,-.5132781
2013m6,-.7218731
2013m7,-.8554677
2013m8,-.9108288
2013m9,-.8503739
2013m10,-.6819704
2013m11,-.6841671
2013m12,-.3241916
2014m1,.2925861
2014m2,.3519203
2014m3,-.0838385
2014m4,-.5018026
2014m5,-.798877
2014m6,-.5887483
2014m7,-.2613226
2014m8,-.1336493
2014m9,-.1291305
2014m10,-.1778455
2014m11,-.0616623
2014m12,.3037982
2015m1,.7432773
2015m2,.9495432
2015m3,.9553123
2015m4,.9132622
2015m5,.720434
2015m6,1.128589
2015m7,1.242738
2015m8,.8517607
2015m9,.2650568
2015m10,.2328746
2015m11,.4054218
2015m12,.8167229
2016m1,1.631981
2016m2,1.901
2016m3,1.508631
2016m4,.6843414
