date,swb_respect
2008m1,-2.940033
2008m2,-2.360249
2008m3,-1.982554
2008m4,-1.840322
2008m5,-1.668748
2008m6,-1.17432
2008m7,-.4974661
2008m8,.4827557
2008m9,.9389443
2008m10,.8843225
2008m11,.2059557
2008m12,-.3747688
2009m1,-.9342812
2009m2,-1.400515
2009m3,-1.439395
2009m4,-1.252106
2009m5,-1.132928
2009m6,-1.102981
2009m7,-.3494101
2009m8,.2443655
2009m9,.2847718
2009m10,-.0435425
2009m11,-.5148314
2009m12,-.7162193
2010m1,-.4064154
2010m2,.228214
2010m3,.7824163
2010m4,.4870439
2010m5,-.14199
2010m6,-.3644303
2010m7,-.3817127
2010m8,-.5531572
2010m9,-.9149559
2010m10,-1.071934
2010m11,-1.075647
2010m12,-.4588246
2011m1,.3506505
2011m2,.5770749
2011m3,.5996296
2011m4,.110198
2011m5,-.1964618
2011m6,-.2176915
2011m7,-.2550973
2011m8,-.1861258
2011m9,-.1821968
2011m10,-.0700622
2011m11,.3409795
2011m12,.5261804
2012m1,.6620869
2012m2,.4356295
2012m3,.0807658
2012m4,-.0919899
2012m5,-.181554
2012m6,-.2266276
2012m7,-.4853624
2012m8,-.6715932
2012m9,-.7817914
2012m10,-.6413131
2012m11,-.5564594
2012m12,-.639293
2013m1,-.4317881
2013m2,-.3116431
2013m3,-.2460031
2013m4,-.0948774
2013m5,-.058494
2013m6,-.0759327
2013m7,-.1695678
2013m8,.0102811
2013m9,.3775237
2013m10,.4467122
2013m11,.5325304
2013m12,.6064851
2014m1,.8077857
2014m2,.8048161
2014m3,.4783231
2014m4,.1653852
2014m5,-.0665938
2014m6,-.1868364
2014m7,-.196969
2014m8,-.1650797
2014m9,.0926189
2014m10,.2079296
2014m11,.0441576
2014m12,-.1814979
2015m1,-.1430928
2015m2,-.0723022
2015m3,-.0497915
2015m4,-.0555571
2015m5,-.1121895
2015m6,-.1036364
2015m7,-.1329154
2015m8,-.3100984
2015m9,-.5758313
2015m10,-1.025051
2015m11,-1.506951
2015m12,-1.483857
2016m1,-.9050072
2016m2,-.6563304
2016m3,-1.337095
2016m4,-2.650151
