date,swb_learn
2011m1,-.115
2011m2,-.5147119
2011m3,-.6500059
2011m4,-.6407977
2011m5,-.6474446
2011m6,-.5115499
2011m7,-.012933
2011m8,.5968798
2011m9,.7622343
2011m10,.5590623
2011m11,.0480323
2011m12,-.1617357
2012m1,-.0154195
2012m2,.2695823
2012m3,.1742142
2012m4,.0542209
2012m5,.0175783
2012m6,-.120151
2012m7,-.1089313
2012m8,-.0248684
2012m9,.0524533
2012m10,.0681136
2012m11,-.2330326
2012m12,-.4128708
2013m1,-.1983221
2013m2,.1503779
2013m3,.4124893
2013m4,.4805607
2013m5,.2262383
2013m6,-.2421305
2013m7,-.8252196
2013m8,-1.382005
2013m9,-1.669059
2013m10,-1.753038
2013m11,-1.852819
2013m12,-1.834453
2014m1,-1.596427
2014m2,-1.321403
2014m3,-.9166537
2014m4,-.6323906
2014m5,-.6455253
2014m6,-.6470165
2014m7,-.6012391
2014m8,-.9677133
2014m9,-1.253215
2014m10,-1.697712
2014m11,-1.962441
2014m12,-1.779412
2015m1,-1.297441
2015m2,-.9547446
2015m3,-.7286327
2015m4,-.4848485
2015m5,-.6364037
2015m6,-1.105879
2015m7,-1.654662
2015m8,-2.139033
2015m9,-2.39234
2015m10,-2.507152
2015m11,-2.630015
2015m12,-2.569732
2016m1,-2.142463
2016m2,-1.485352
2016m3,-1.030878
2016m4,-.4655251
