date,swb_learn
2011m1,-1.112986
2011m2,-1.077312
2011m3,-.7666394
2011m4,-.4209914
2011m5,-.0363588
2011m6,.4178048
2011m7,.6560832
2011m8,.7970343
2011m9,.7716427
2011m10,.2793149
2011m11,-.1467278
2011m12,-.3591784
2012m1,-.3039586
2012m2,-.2473234
2012m3,-.0465835
2012m4,.1170428
2012m5,.1617813
2012m6,.1356942
2012m7,.2490105
2012m8,.3248822
2012m9,.4068581
2012m10,.290524
2012m11,.0441336
2012m12,-.2149255
2013m1,-.2485263
2013m2,-.4305509
2013m3,-.5481462
2013m4,-.5954338
2013m5,-.5683501
2013m6,-.6222946
2013m7,-.9034165
2013m8,-1.203291
2013m9,-1.459637
2013m10,-1.798156
2013m11,-2.19764
2013m12,-2.173304
2014m1,-1.831536
2014m2,-1.493105
2014m3,-1.353847
2014m4,-1.314897
2014m5,-1.273948
2014m6,-1.293456
2014m7,-1.43602
2014m8,-1.700542
2014m9,-1.880817
2014m10,-2.064005
2014m11,-2.330863
2014m12,-2.448155
2015m1,-2.251558
2015m2,-2.113591
2015m3,-1.771644
2015m4,-1.428761
2015m5,-1.174199
2015m6,-1.028759
2015m7,-1.275945
2015m8,-1.552489
2015m9,-1.67362
2015m10,-1.764177
2015m11,-2.111882
2015m12,-2.242726
2016m1,-2.040433
2016m2,-1.810917
2016m3,-1.576343
2016m4,-1.311421
