job_search_f
1.367439
1.232912
.5471115
-.4487166
-.3096286
.8128336
.91232
.5919321
.326046
2.251031
-.006878
.846336
.1245307
1.033447
-.6010941
-.9629033
.3065082
.5583338
.2131018
.2751635
1.300122
.7654557
2.120719
1.15832
.1577393
.1413969
-.5856361
-.9924587
-.0247517
.8744875
.3358859
.0650236
.4499023
.0910405
-1.094144
.5457794
1.496708
.5744365
-.0410392
-.5550635
-.3559562
.5738664
.0150119
-1.002666
-.3502892
-1.304241
-1.394035
-1.359124
-.5370548
-1.20594
-2.338113
-2.848253
-1.319732
-.2681107
-.6602722
-1.32149
-.1773482
