learn
-1.033059
-1.097208
-.1872131
.1025099
-.2370031
-1.347239
-1.672761
-1.112316
.0920025
-.037739
-.2232967
-.0540865
-.3863279
.5338875
.8150598
1.461188
1.376209
-.3447527
.9369668
.3463684
.1066092
.9536266
-.4203916
-.2036973
.0794232
.1161342
1.212621
1.365954
1.290892
-.0957477
.7540022
.9779403
1.370053
2.016243
2.069821
.7564708
.1891636
.3337843
1.727465
1.763844
.498804
-.3247412
-.0758634
.186097
-.4833589
.9081345
.8173943
-.8272135
-.7663047
.5296996
.9791065
.8010188
.8727503
.1183849
-.4141718
.4242637
.7006018
