date,swb_anger
2008m1,-1.230191
2008m2,-.5651215
2008m3,.1280405
2008m4,.6159116
2008m5,.797448
2008m6,.2645653
2008m7,-.1107408
2008m8,-.2559046
2008m9,-.2165341
2008m10,.0510608
2008m11,.2529043
2008m12,.6571131
2009m1,1.185091
2009m2,1.561666
2009m3,1.547178
2009m4,1.170436
2009m5,1.130669
2009m6,1.179945
2009m7,1.184726
2009m8,.8301858
2009m9,.2338947
2009m10,-.1615341
2009m11,-.1692197
2009m12,-.0461193
2010m1,-.2167486
2010m2,-.0538526
2010m3,.0320092
2010m4,.0269459
2010m5,.0309074
2010m6,.2534077
2010m7,.6643164
2010m8,.5923011
2010m9,.3065455
2010m10,.1284681
2010m11,.0337765
2010m12,-.2969223
2011m1,-1.16443
2011m2,-1.618759
2011m3,-1.472779
2011m4,-1.126175
2011m5,-.9229496
2011m6,-.7332091
2011m7,-.6202846
2011m8,-.7960377
2011m9,-1.167007
2011m10,-1.101892
2011m11,-1.134653
2011m12,-1.180584
2012m1,-1.365043
2012m2,-1.416469
2012m3,-1.423634
2012m4,-1.370108
2012m5,-1.711162
2012m6,-1.995426
2012m7,-1.716822
2012m8,-1.373894
2012m9,-1.188013
2012m10,-.978095
2012m11,-.981155
2012m12,-.9828849
2013m1,-1.12221
2013m2,-1.220946
2013m3,-1.238089
2013m4,-1.353561
2013m5,-1.594159
2013m6,-1.727859
2013m7,-1.550691
2013m8,-1.022058
2013m9,-.6728195
2013m10,-.550198
2013m11,-.8535184
2013m12,-1.083495
2014m1,-1.187664
2014m2,-1.172636
2014m3,-1.092501
2014m4,-1.198739
2014m5,-1.378895
2014m6,-1.281669
2014m7,-.9349142
2014m8,-.7913914
2014m9,-.7958958
2014m10,-.7756746
2014m11,-.9016697
2014m12,-.837057
2015m1,-.7032192
2015m2,-.4556442
2015m3,-.2251896
2015m4,-.2594123
2015m5,-.4840324
2015m6,-.5808677
2015m7,-.4791209
2015m8,-.338102
2015m9,-.4398012
2015m10,-.4927112
2015m11,-.6687773
2015m12,-.856786
2016m1,-1.068006
2016m2,-.815805
2016m3,-.1406053
2016m4,.6563398
