date,swb_security
2008m1,-1.809407
2008m2,-1.559703
2008m3,-.6197582
2008m4,.1906747
2008m5,.4786026
2008m6,.7880964
2008m7,.9203684
2008m8,.5114083
2008m9,-.0610827
2008m10,-.1174918
2008m11,.40307
2008m12,.5208716
2009m1,.7023678
2009m2,1.30191
2009m3,1.2693
2009m4,1.023704
2009m5,.7742634
2009m6,.828751
2009m7,1.100964
2009m8,.7128658
2009m9,.214044
2009m10,-.5745002
2009m11,-1.032077
2009m12,-.448767
2010m1,.1049228
2010m2,-.0197406
2010m3,-.1127844
2010m4,.0704665
2010m5,.3318229
2010m6,.9432189
2010m7,1.099809
2010m8,.8006639
2010m9,.3133403
2010m10,-.3554775
2010m11,-.7000779
2010m12,-.5625608
2011m1,-.1841943
2011m2,.1469757
2011m3,.3867518
2011m4,.5725056
2011m5,.879038
2011m6,1.092969
2011m7,.9443702
2011m8,.7319996
2011m9,.4514458
2011m10,.2191313
2011m11,.3041663
2011m12,.430912
2012m1,.3858028
2012m2,.7021643
2012m3,1.226841
2012m4,1.615771
2012m5,1.594793
2012m6,1.327356
2012m7,.900328
2012m8,.617545
2012m9,.4053154
2012m10,.3022582
2012m11,.3617771
2012m12,.4647845
2013m1,.4803885
2013m2,.5497782
2013m3,.6096615
2013m4,1.052483
2013m5,1.528896
2013m6,1.890122
2013m7,1.885189
2013m8,1.747058
2013m9,1.438533
2013m10,1.178149
2013m11,1.092204
2013m12,1.061619
2014m1,1.151382
2014m2,1.360349
2014m3,1.413056
2014m4,1.481218
2014m5,1.723918
2014m6,1.709476
2014m7,1.496903
2014m8,1.381207
2014m9,.9084805
2014m10,.5517862
2014m11,.6436561
2014m12,1.079246
2015m1,1.415295
2015m2,1.564932
2015m3,1.372026
2015m4,1.216676
2015m5,1.116346
2015m6,.9235516
2015m7,.8327895
2015m8,.8796668
2015m9,.8882964
2015m10,.8403472
2015m11,.7411183
2015m12,.7491467
2016m1,1.140884
2016m2,1.462269
2016m3,1.343877
2016m4,.8462108
