date,swb_stress
2008m1,-.5526863
2008m2,-.5830969
2008m3,-.6468727
2008m4,-.7573394
2008m5,-.9662502
2008m6,-1.028882
2008m7,-.7718569
2008m8,-.3040468
2008m9,.2791418
2008m10,.5799457
2008m11,.5379025
2008m12,.2736871
2009m1,.1620383
2009m2,.2407736
2009m3,.4243363
2009m4,.5786142
2009m5,.9022686
2009m6,1.105732
2009m7,1.246488
2009m8,1.345788
2009m9,1.734402
2009m10,2.55516
2009m11,2.597488
2009m12,2.223284
2010m1,1.431095
2010m2,1.010244
2010m3,1.039681
2010m4,1.230026
2010m5,1.321695
2010m6,1.313946
2010m7,1.579546
2010m8,2.061642
2010m9,2.278587
2010m10,2.487014
2010m11,2.240347
2010m12,1.608874
2011m1,.6342191
2011m2,.0956576
2011m3,.0201964
2011m4,.2657406
2011m5,.5214163
2011m6,.7330166
2011m7,1.166034
2011m8,1.455476
2011m9,1.640122
2011m10,1.706355
2011m11,1.425183
2011m12,1.160231
2012m1,.8030568
2012m2,.4680566
2012m3,.4186435
2012m4,.5555641
2012m5,.513339
2012m6,.3697961
2012m7,.6236539
2012m8,1.127389
2012m9,1.57106
2012m10,1.804274
2012m11,1.63637
2012m12,1.272179
2013m1,.7670825
2013m2,.4295086
2013m3,.3907174
2013m4,.2781189
2013m5,-.0106468
2013m6,-.1830178
2013m7,-.0042366
2013m8,.4293486
2013m9,.9020188
2013m10,1.159299
2013m11,.8726127
2013m12,.2853866
2014m1,-.2381594
2014m2,-.4749639
2014m3,-.4138752
2014m4,-.2583496
2014m5,-.1688149
2014m6,-.0221637
2014m7,.2408622
2014m8,.5239208
2014m9,.6437368
2014m10,.6529065
2014m11,.4921833
2014m12,.2627641
2015m1,-.0536175
2015m2,-.213579
2015m3,-.2274814
2015m4,-.24359
2015m5,-.2214909
2015m6,.0695473
2015m7,.8142932
2015m8,1.633827
2015m9,2.123543
2015m10,2.045346
2015m11,1.749995
2015m12,1.48922
2016m1,1.294082
2016m2,1.220458
2016m3,.8282474
2016m4,.0668052
