date,cat_spirituality
2011m1,.4639522
2011m2,.8944715
2011m3,.9327021
2011m4,.7440552
2011m5,.1966843
2011m6,-.3424456
2011m7,-.2649136
2011m8,.3389888
2011m9,.9144098
2011m10,1.070103
2011m11,.857267
2011m12,.4587803
2012m1,.2116155
2012m2,.3091366
2012m3,.4525927
2012m4,.2414527
2012m5,-.381604
2012m6,-.9843017
2012m7,-1.151616
2012m8,-.793415
2012m9,-.1889518
2012m10,.0482261
2012m11,-.2089003
2012m12,-.6107764
2013m1,-.7635219
2013m2,-.5532416
2013m3,-.240647
2013m4,-.2899547
2013m5,-.8499677
2013m6,-1.399037
2013m7,-1.497281
2013m8,-1.01364
2013m9,-.1782078
2013m10,.3025558
2013m11,.3288813
2013m12,.1481587
2014m1,.0819173
2014m2,.1992867
2014m3,-.0685873
2014m4,-.5097678
2014m5,-1.141175
2014m6,-1.564197
2014m7,-1.44946
2014m8,-.8511305
2014m9,-.1717205
2014m10,.0085832
2014m11,-.0622456
2014m12,-.1496574
2015m1,.009396
2015m2,.3082832
2015m3,.5311021
2015m4,.1827907
2015m5,-.4890357
2015m6,-.8714634
2015m7,-.5554397
2015m8,.2204979
2015m9,.992626
2015m10,1.217003
2015m11,1.001649
2015m12,.6251118
2016m1,.6015694
2016m2,.913766
2016m3,1.514846
2016m4,2.273842
