civic_f
.9931852
1.927174
2.177293
.2092644
.9402924
3.224358
1.014591
.5896077
-.2918376
-.118885
-.2764809
.0313233
.12523
.5579266
.6881884
.9280596
-.3634365
1.43749
.6620277
.7298028
-.0396345
-.1790072
-.2070076
-.6392644
-1.017468
.6608383
.3236827
.2733856
.6973991
1.495383
.7725632
-.6275957
-1.620475
-1.037798
-.2385743
.3983221
-.9177106
-1.477773
-.0486695
-.646849
-.643151
.7519708
-.0107622
-.2496818
-1.612146
-1.401194
-.4087584
-.3924834
-1.463989
-.9077986
-.4575219
-.6166453
-.3265696
.5381347
-.6390653
-1.677871
-1.59139
