date,cat_financial_security
2011m1,.6981302
2011m2,.1134617
2011m3,-.0897865
2011m4,-.1353343
2011m5,-.2668928
2011m6,-.2745791
2011m7,-.322163
2011m8,-.4980111
2011m9,-.7820029
2011m10,-1.042731
2011m11,-1.345662
2011m12,-1.271399
2012m1,-.7905929
2012m2,-.5116798
2012m3,-.4636901
2012m4,-.5953447
2012m5,-.7352479
2012m6,-.8237855
2012m7,-.9292612
2012m8,-1.116135
2012m9,-1.343271
2012m10,-1.437525
2012m11,-1.402029
2012m12,-.8877338
2013m1,-.1145722
2013m2,.1164832
2013m3,.1238805
2013m4,-.0991858
2013m5,-.4347996
2013m6,-.6192411
2013m7,-.5414585
2013m8,-.663216
2013m9,-.6818334
2013m10,-.6055372
2013m11,-.600533
2013m12,-.3698196
2014m1,.0970102
2014m2,.359998
2014m3,.4520856
2014m4,.3174473
2014m5,.1483248
2014m6,.2993982
2014m7,.3999916
2014m8,.2731346
2014m9,.1538462
2014m10,.122712
2014m11,.1701093
2014m12,.4334252
2015m1,.9155416
2015m2,1.241055
2015m3,1.317222
2015m4,1.224597
2015m5,1.040346
2015m6,.9022405
2015m7,.8167354
2015m8,.5569005
2015m9,.3055977
2015m10,.2281052
2015m11,.2839561
2015m12,.5685176
2016m1,1.102675
2016m2,1.55077
2016m3,2.222947
2016m4,3.23841
