date,cat_spirituality
2008m1,.9149808
2008m2,1.282491
2008m3,1.387145
2008m4,1.167758
2008m5,.492572
2008m6,-.3705738
2008m7,-.7408229
2008m8,-.5222959
2008m9,.2018872
2008m10,.7598695
2008m11,.8349056
2008m12,.5422982
2009m1,.3224917
2009m2,.4660377
2009m3,.532443
2009m4,.2715991
2009m5,-.3386726
2009m6,-1.07992
2009m7,-1.517674
2009m8,-1.344929
2009m9,-.7617669
2009m10,-.3142978
2009m11,-.2774791
2009m12,-.4948655
2010m1,-.6468692
2010m2,-.5430574
2010m3,-.4417193
2010m4,-.5922832
2010m5,-1.095329
2010m6,-1.854888
2010m7,-2.328895
2010m8,-2.271116
2010m9,-1.884869
2010m10,-1.545862
2010m11,-1.396611
2010m12,-1.115872
2011m1,-.2797565
2011m2,.4832383
2011m3,.8748093
2011m4,.8565445
2011m5,.4052991
2011m6,-.3549024
2011m7,-.7666949
2011m8,-.6057981
2011m9,-.0204375
2011m10,.4652376
2011m11,.4796785
2011m12,.2942854
2012m1,.3105481
2012m2,.5957816
2012m3,.7403606
2012m4,.6058153
2012m5,.2057247
2012m6,-.3820519
2012m7,-.5478911
2012m8,-.1707296
2012m9,.4255471
2012m10,.6991327
2012m11,.5780314
2012m12,.2772336
2013m1,.1560313
2013m2,.3653802
2013m3,.5510786
2013m4,.4609286
2013m5,.0041629
2013m6,-.7142872
2013m7,-1.041192
2013m8,-.7518228
2013m9,-.0587547
2013m10,.3835845
2013m11,.4037744
2013m12,.2991764
2014m1,.3909658
2014m2,.6912246
2014m3,.9040945
2014m4,.8119661
2014m5,.2900278
2014m6,-.4125041
2014m7,-.6590257
2014m8,-.4127598
2014m9,.1480599
2014m10,.4289011
2014m11,.3309063
2014m12,.230772
2015m1,.3554945
2015m2,.7552184
2015m3,1.005278
2015m4,.7880843
2015m5,.0823776
2015m6,-.7381824
2015m7,-1.020562
2015m8,-.58129
2015m9,.2374864
2015m10,.7050716
2015m11,.7824049
2015m12,.6552066
2016m1,.6959146
2016m2,.8655518
2016m3,.8954174
2016m4,.8510245
