date,cat_job_growth
2008m1,3.016132
2008m2,2.370501
2008m3,1.991763
2008m4,1.686181
2008m5,1.429184
2008m6,1.199903
2008m7,.7041202
2008m8,.3551642
2008m9,.6236247
2008m10,.9631513
2008m11,1.049201
2008m12,1.093014
2009m1,1.403231
2009m2,1.607046
2009m3,1.430831
2009m4,.8774064
2009m5,.2969039
2009m6,.0318848
2009m7,-.2651775
2009m8,-.2259623
2009m9,.3038038
2009m10,.7685279
2009m11,.8034097
2009m12,.4564079
2010m1,.3945333
2010m2,.559711
2010m3,.6879179
2010m4,.4516571
2010m5,.0209065
2010m6,-.3126445
2010m7,-.3548357
2010m8,-.3515456
2010m9,-.3958897
2010m10,-.3265654
2010m11,-.3006608
2010m12,-.5210289
2011m1,-.6444853
2011m2,-.5262886
2011m3,-.3775931
2011m4,-.2881881
2011m5,-.6996577
2011m6,-1.210212
2011m7,-1.443686
2011m8,-1.313483
2011m9,-1.013808
2011m10,-.8538219
2011m11,-1.026651
2011m12,-1.055916
2012m1,-.6417176
2012m2,-.2117193
2012m3,.0446685
2012m4,.0000832
2012m5,-.3673244
2012m6,-.8542033
2012m7,-1.111901
2012m8,-1.110396
2012m9,-.9749557
2012m10,-.9618795
2012m11,-1.077096
2012m12,-1.044637
2013m1,-.7148766
2013m2,-.3096302
2013m3,-.0820118
2013m4,.0624632
2013m5,-.1810897
2013m6,-.6552933
2013m7,-.8721967
2013m8,-.8336005
2013m9,-.6944497
2013m10,-.5729616
2013m11,-.7220836
2013m12,-.8788224
2014m1,-.7384329
2014m2,-.3190815
2014m3,.1152714
2014m4,.1884044
2014m5,-.1278395
2014m6,-.5417999
2014m7,-.7583003
2014m8,-.8058944
2014m9,-.5037647
2014m10,-.1553751
2014m11,-.0843142
2014m12,-.1704184
2015m1,-.0021727
2015m2,.3154776
2015m3,.4741362
2015m4,.3934948
2015m5,-.0529233
2015m6,-.5235676
2015m7,-.5510402
2015m8,-.2287686
2015m9,.1859223
2015m10,.2037036
2015m11,.2636968
2015m12,.4608822
2016m1,.6493644
2016m2,.9724363
2016m3,1.329356
2016m4,1.709164
