date,swb_respect
2008m1,-.6940477
2008m2,-.6876673
2008m3,-.7921532
2008m4,-.588382
2008m5,-.3977402
2008m6,-.2076911
2008m7,-.0605018
2008m8,.0267468
2008m9,.2643431
2008m10,.3935591
2008m11,.5822597
2008m12,.5821266
2009m1,.7809821
2009m2,.7698771
2009m3,.4276726
2009m4,.063352
2009m5,.0510079
2009m6,.0363547
2009m7,.1442693
2009m8,.5945895
2009m9,1.075796
2009m10,.9843615
2009m11,.8925439
2009m12,1.076422
2010m1,1.522763
2010m2,1.785653
2010m3,1.961038
2010m4,1.774899
2010m5,1.726106
2010m6,1.484883
2010m7,.8138027
2010m8,.1321734
2010m9,-.1103696
2010m10,-.250562
2010m11,-.0926079
2010m12,.6841736
2011m1,1.600489
2011m2,1.962403
2011m3,1.954542
2011m4,1.445128
2011m5,1.34159
2011m6,1.441672
2011m7,1.551209
2011m8,1.635363
2011m9,1.875783
2011m10,1.906207
2011m11,1.908287
2011m12,1.986321
2012m1,2.125289
2012m2,1.938421
2012m3,1.677352
2012m4,1.433387
2012m5,1.402034
2012m6,1.361555
2012m7,1.331105
2012m8,1.514682
2012m9,1.66905
2012m10,1.56628
2012m11,1.150804
2012m12,.5478171
2013m1,.8341041
2013m2,.9613199
2013m3,1.009849
2013m4,.8970761
2013m5,.694552
2013m6,.3767867
2013m7,.0011814
2013m8,.0924106
2013m9,.0949438
2013m10,.2692477
2013m11,.275025
2013m12,.2790993
2014m1,.7638029
2014m2,.7798835
2014m3,.6015139
2014m4,.6491159
2014m5,.6169944
2014m6,.3597303
2014m7,.297653
2014m8,.3901317
2014m9,.5585291
2014m10,.5099015
2014m11,.3929929
2014m12,.4392235
2015m1,.5405782
2015m2,.6196086
2015m3,.4471505
2015m4,.05614
2015m5,.0100734
2015m6,.1748787
2015m7,.2728676
2015m8,.1228494
2015m9,-.1486802
2015m10,-.3358631
2015m11,-.5586907
2015m12,-.5230449
2016m1,.1227406
2016m2,.5873756
2016m3,.6692663
2016m4,.6607789
