date,cat_health_conditions
2008m1,-.2141082
2008m2,.6403838
2008m3,1.16322
2008m4,1.132484
2008m5,.1919663
2008m6,-.8264838
2008m7,-1.333497
2008m8,-1.158832
2008m9,-.505208
2008m10,.0865101
2008m11,.1418528
2008m12,-.1834509
2009m1,-.1746034
2009m2,.2587432
2009m3,.5993791
2009m4,.637818
2009m5,.2156946
2009m6,-.3670062
2009m7,-.7922714
2009m8,-.7607563
2009m9,-.1055464
2009m10,.6546178
2009m11,1.061908
2009m12,1.043115
2010m1,.9552831
2010m2,1.061951
2010m3,1.201539
2010m4,.9971846
2010m5,.369725
2010m6,-.4691794
2010m7,-1.085395
2010m8,-1.064425
2010m9,-.4633954
2010m10,.1499459
2010m11,.2088909
2010m12,-.042911
2011m1,.0564349
2011m2,.5822821
2011m3,.938684
2011m4,.9341899
2011m5,.4614164
2011m6,-.4487849
2011m7,-1.235775
2011m8,-1.440341
2011m9,-.8670213
2011m10,-.1364658
2011m11,.2092021
2011m12,.2340312
2012m1,.5364892
2012m2,.9161977
2012m3,1.033867
2012m4,.6919113
2012m5,.1403915
2012m6,-.4990018
2012m7,-1.010043
2012m8,-1.152235
2012m9,-.8288036
2012m10,-.6013653
2012m11,-.7170467
2012m12,-.6480924
2013m1,-.1124628
2013m2,.466665
2013m3,.7151469
2013m4,.5799546
2013m5,-.0947913
2013m6,-.8995408
2013m7,-1.32313
2013m8,-1.200442
2013m9,-.6619126
2013m10,-.1277532
2013m11,-.1472552
2013m12,-.4626493
2014m1,-.3429886
2014m2,.1126941
2014m3,.4396529
2014m4,.4594975
2014m5,-.0157575
2014m6,-.635359
2014m7,-.985944
2014m8,-.9059631
2014m9,-.2431263
2014m10,.2212084
2014m11,.1703355
2014m12,-.0870781
2015m1,-.1875657
2015m2,.0721177
2015m3,.3624461
2015m4,.3507754
2015m5,-.1162007
2015m6,-.6735756
2015m7,-.9745677
2015m8,-.7934366
2015m9,-.106627
2015m10,.5048023
2015m11,.6728535
2015m12,.5583737
2016m1,.6984636
2016m2,1.183404
2016m3,1.554563
2016m4,1.599909
