date,cat_healthy_habits
2008m1,-.4077953
2008m2,-.6999581
2008m3,-.7789881
2008m4,-.8454136
2008m5,-1.087518
2008m6,-1.29335
2008m7,-1.462947
2008m8,-1.625223
2008m9,-1.813623
2008m10,-1.981471
2008m11,-1.876646
2008m12,-1.3604
2009m1,-.5966272
2009m2,-.2612582
2009m3,-.1709554
2009m4,-.2026261
2009m5,-.1587944
2009m6,-.0642406
2009m7,.0153227
2009m8,-.1321833
2009m9,-.3645465
2009m10,-.4539805
2009m11,-.3239978
2009m12,.0435002
2010m1,.7562062
2010m2,1.137419
2010m3,1.38154
2010m4,1.417992
2010m5,1.154916
2010m6,.758597
2010m7,.3314327
2010m8,-.0871276
2010m9,-.3766514
2010m10,-.5214956
2010m11,-.4677238
2010m12,-.2477018
2011m1,.1392361
2011m2,.2390242
2011m3,.2229849
2011m4,.1218808
2011m5,-.0052046
2011m6,-.2945308
2011m7,-.7338127
2011m8,-1.052656
2011m9,-1.169158
2011m10,-1.181982
2011m11,-1.01601
2011m12,-.6305268
2012m1,.1315127
2012m2,.6066115
2012m3,.8283452
2012m4,.8205318
2012m5,.6967429
2012m6,.5112138
2012m7,.2118079
2012m8,-.2729041
2012m9,-.8546199
2012m10,-1.32561
2012m11,-1.306475
2012m12,-.6387309
2013m1,.5479528
2013m2,1.37206
2013m3,1.815258
2013m4,1.909739
2013m5,1.61512
2013m6,1.189538
2013m7,.8191587
2013m8,.3689888
2013m9,-.0534008
2013m10,-.341244
2013m11,-.4590949
2013m12,-.2543489
2014m1,.4687991
2014m2,.8984351
2014m3,1.136185
2014m4,1.145178
2014m5,.9841335
2014m6,.6996479
2014m7,.4032999
2014m8,.0532965
2014m9,-.3195346
2014m10,-.666897
2014m11,-.694111
2014m12,-.2686355
2015m1,.5446045
2015m2,.9193875
2015m3,1.079109
2015m4,1.038709
2015m5,.7725415
2015m6,.4121221
2015m7,.0700246
2015m8,-.3286703
2015m9,-.6794662
2015m10,-.8147395
2015m11,-.6093338
2015m12,-.0754808
2016m1,.7322306
2016m2,1.144433
2016m3,1.151778
2016m4,.8918741
