date,swb_job_satisfaction
2011m1,.5810208
2011m2,.4429143
2011m3,.5408685
2011m4,.4989574
2011m5,.1441524
2011m6,.0671725
2011m7,.1573224
2011m8,.1376878
2011m9,.0365702
2011m10,.0685982
2011m11,.1573053
2011m12,.1735292
2012m1,.4134518
2012m2,.4180891
2012m3,.1157495
2012m4,-.2290044
2012m5,-.4180533
2012m6,-.2535635
2012m7,.2130102
2012m8,.6612537
2012m9,1.143136
2012m10,1.484416
2012m11,1.410611
2012m12,.9040741
2013m1,.6467838
2013m2,.5285358
2013m3,.1628082
2013m4,-.2992863
2013m5,-.3645228
2013m6,-.127598
2013m7,.0343275
2013m8,.1289296
2013m9,.1336664
2013m10,.1066689
2013m11,.2601685
2013m12,.5541089
2014m1,.676078
2014m2,.5112263
2014m3,.0551788
2014m4,-.4677464
2014m5,-.9510872
2014m6,-1.022949
2014m7,-.8708886
2014m8,-.8622236
2014m9,-1.018021
2014m10,-1.072516
2014m11,-.8776718
2014m12,-.6071113
2015m1,-.4010636
2015m2,-.3828871
2015m3,-.469427
2015m4,-.5378272
2015m5,-.7147296
2015m6,-.9561653
2015m7,-1.186184
2015m8,-1.437422
2015m9,-1.606167
2015m10,-1.864187
2015m11,-1.860746
2015m12,-1.770952
2016m1,-1.801087
2016m2,-2.080637
2016m3,-2.342121
2016m4,-2.560691
