region,date,travail
Champagne-Ardenne,2013m1,.27588609
Champagne-Ardenne,2013m2,.1898692
Champagne-Ardenne,2013m3,.42240915
Champagne-Ardenne,2013m4,-.59478396
Champagne-Ardenne,2013m5,-.23334774
Champagne-Ardenne,2013m6,-1.146451
Champagne-Ardenne,2013m7,-1.7648987
Champagne-Ardenne,2013m8,-1.8072276
Champagne-Ardenne,2013m9,.21104822
Champagne-Ardenne,2013m10,.14235142
Champagne-Ardenne,2013m11,.031200163
Champagne-Ardenne,2013m12,-.62447828
Champagne-Ardenne,2014m1,.25214699
Champagne-Ardenne,2014m2,.84091353
Champagne-Ardenne,2014m3,.24953631
Champagne-Ardenne,2014m4,-.18951921
Champagne-Ardenne,2014m5,.036543794
Champagne-Ardenne,2014m6,-.97557449
Champagne-Ardenne,2014m7,-2.1276958
Champagne-Ardenne,2014m8,-1.32665
Champagne-Ardenne,2014m9,1.1245031
Champagne-Ardenne,2014m10,.2380828
Champagne-Ardenne,2014m11,-.083296679
Champagne-Ardenne,2014m12,-.71249616
Champagne-Ardenne,2015m1,.26050258
Champagne-Ardenne,2015m2,1.1756821
Champagne-Ardenne,2015m3,.91326797
Champagne-Ardenne,2015m4,.40086699
Champagne-Ardenne,2015m5,-.070214644
Champagne-Ardenne,2015m6,-.39715114
Champagne-Ardenne,2015m7,-1.3642387
Champagne-Ardenne,2015m8,-.85316783
Champagne-Ardenne,2015m9,.88297778
Champagne-Ardenne,2015m10,.60331595
Champagne-Ardenne,2015m11,-.041425899
Champagne-Ardenne,2015m12,-.4688738
Champagne-Ardenne,2016m1,1.1478584
Champagne-Ardenne,2016m2,1.1739703
Champagne-Ardenne,2016m3,.8607251
Champagne-Ardenne,2016m4,.42602754
Champagne-Ardenne,2016m5,.16511379
Champagne-Ardenne,2016m6,-.57022643
Champagne-Ardenne,2016m7,-1.326014
Champagne-Ardenne,2016m8,-1.0883487
Champagne-Ardenne,2016m9,1.5711802
Champagne-Ardenne,2016m10,1.1687098
Champagne-Ardenne,2016m11,.35028696
Champagne-Ardenne,2016m12,-.6942901
Champagne-Ardenne,2017m1,1.221048
Champagne-Ardenne,2017m2,1.5486772
Champagne-Ardenne,2017m3,1.7634231
