date,swb_anger
2011m1,-1.32999
2011m2,-.7742638
2011m3,-.1777784
2011m4,.0695403
2011m5,-.0693572
2011m6,-.0900504
2011m7,.3582646
2011m8,.7140922
2011m9,.3051846
2011m10,-.037733
2011m11,-.1183317
2011m12,-.2452474
2012m1,-.4112059
2012m2,-.2233257
2012m3,.2164821
2012m4,.3427835
2012m5,.2197051
2012m6,.1235747
2012m7,.4736957
2012m8,.8248636
2012m9,.5957434
2012m10,.2902355
2012m11,.0904132
2012m12,-.1014216
2013m1,-.4503397
2013m2,-.5758314
2013m3,-.0717751
2013m4,.4613271
2013m5,.603139
2013m6,.3762847
2013m7,.3973837
2013m8,.6265486
2013m9,.679098
2013m10,.6617954
2013m11,.6579161
2013m12,.5500462
2014m1,.5594367
2014m2,.7587661
2014m3,1.030715
2014m4,1.307853
2014m5,1.288629
2014m6,.8378673
2014m7,.7037489
2014m8,1.064549
2014m9,1.198523
2014m10,1.388464
2014m11,1.28466
2014m12,.6172161
2015m1,-.1235112
2015m2,-.4376786
2015m3,-.2370224
2015m4,.572541
2015m5,1.261961
2015m6,1.094578
2015m7,1.283776
2015m8,1.805621
2015m9,1.57943
2015m10,.8695025
2015m11,.3074928
2015m12,.0729592
2016m1,-.0362644
2016m2,.0704291
2016m3,.185848
2016m4,-.1423983
