date,cat_housing
2008m1,1.73893
2008m2,1.414803
2008m3,1.010078
2008m4,.1844875
2008m5,-.3647556
2008m6,-.6570584
2008m7,-.6947566
2008m8,-.453086
2008m9,-.3352661
2008m10,-.0015373
2008m11,.707333
2008m12,1.87894
2009m1,2.467848
2009m2,2.159236
2009m3,1.685173
2009m4,1.138756
2009m5,.7027378
2009m6,.7222555
2009m7,.5878695
2009m8,.2362222
2009m9,-.2521121
2009m10,-.4865524
2009m11,-.542912
2009m12,-.3814415
2010m1,-.0013455
2010m2,.3098743
2010m3,.5558258
2010m4,.6946794
2010m5,.8647844
2010m6,1.323509
2010m7,1.656848
2010m8,1.446051
2010m9,.6608276
2010m10,-.0387493
2010m11,-.5393879
2010m12,-.7972588
2011m1,-.4700267
2011m2,-.1325868
2011m3,.1463165
2011m4,.2035672
2011m5,.1319844
2011m6,.1584865
2011m7,.1699143
2011m8,.5885524
2011m9,.6536314
2011m10,.5502817
2011m11,.299575
2011m12,.1453197
2012m1,.2239482
2012m2,.3183454
2012m3,.4438864
2012m4,.3396938
2012m5,.3949204
2012m6,.4373852
2012m7,.4415408
2012m8,.392607
2012m9,.3170196
2012m10,.0674813
2012m11,-.2723758
2012m12,-.3738928
2013m1,.0156313
2013m2,.2136919
2013m3,.3920959
2013m4,.4219336
2013m5,.3713403
2013m6,.458804
2013m7,.1074895
2013m8,-.447454
2013m9,-.9946465
2013m10,-1.212619
2013m11,-1.248801
2013m12,-1.353464
2014m1,-1.116003
2014m2,-.8292862
2014m3,-.6211914
2014m4,-.6461051
2014m5,-.659312
2014m6,-.6291373
2014m7,-.7510062
2014m8,-.9306116
2014m9,-1.192322
2014m10,-1.298
2014m11,-1.282138
2014m12,-1.001089
2015m1,-.522284
2015m2,-.2609384
2015m3,-.0007204
2015m4,.0835735
2015m5,-.0739149
2015m6,-.2974696
2015m7,-.4706608
2015m8,-.7514195
2015m9,-1.01949
2015m10,-1.144123
2015m11,-1.22699
2015m12,-1.173221
2016m1,-.9144453
2016m2,-.6814763
2016m3,-.6220813
2016m4,-.4685655
