summer_leisure_f
-.8231596
-.6381643
-.2633466
.3909658
.7641883
1.641742
1.901446
.8419976
-.2110322
-.8923148
-1.228781
-.7830794
-1.010587
-.7252968
-.0591126
.734988
.9182665
1.415035
1.544451
.75402
-.3334383
-1.100563
-1.154051
.1120183
-.4603478
-.8784625
-.1858701
.0962541
.5996624
1.355679
1.457986
1.08712
-.2906523
-.7680334
-.946716
-.8120435
-.8627764
-.9802825
-.5929812
.3173879
1.150817
1.418009
1.547118
1.206537
-.7466732
-1.21632
-1.498367
-1.305393
-1.435238
-1.35757
-1.117395
.0878546
.7385775
.9248167
1.286846
.962702
-.5784393
