date,cat_social_progress
2011m1,-.5660439
2011m2,-.0612202
2011m3,.268649
2011m4,.0261146
2011m5,-.6480114
2011m6,-1.14197
2011m7,-1.380698
2011m8,-1.037257
2011m9,-.4076842
2011m10,.0350394
2011m11,.1444712
2011m12,-.0538898
2012m1,-.23186
2012m2,-.1634167
2012m3,-.0680843
2012m4,-.2698168
2012m5,-.8368466
2012m6,-1.317501
2012m7,-1.413901
2012m8,-.9999331
2012m9,-.2119622
2012m10,.2366821
2012m11,.2915391
2012m12,.117672
2013m1,.0645649
2013m2,.0171683
2013m3,-.0117616
2013m4,-.1959954
2013m5,-.5596075
2013m6,-.8413096
2013m7,-.8413614
2013m8,-.4816745
2013m9,.0395113
2013m10,.2955314
2013m11,.2391055
2013m12,.0645639
2014m1,.0980241
2014m2,.2393895
2014m3,.2387136
2014m4,.1166626
2014m5,-.3894413
2014m6,-.9958323
2014m7,-1.101575
2014m8,-.7259436
2014m9,-.050253
2014m10,.4497682
2014m11,.4697565
2014m12,.4680481
2015m1,.671761
2015m2,.9627593
2015m3,1.097418
2015m4,.8906632
2015m5,.1309434
2015m6,-.5223301
2015m7,-.6089797
2015m8,.0241642
2015m9,1.143488
2015m10,1.381001
2015m11,1.024926
2015m12,.785337
2016m1,1.141559
2016m2,1.540749
2016m3,1.623354
2016m4,1.797061
