date,swb_happiness
2008m1,-.9003919
2008m2,-.3918125
2008m3,.059686
2008m4,.3676625
2008m5,.4284598
2008m6,.0483285
2008m7,-.3786483
2008m8,-.6817368
2008m9,-.9047071
2008m10,-.9463807
2008m11,-.9838549
2008m12,-1.484375
2009m1,-2.298747
2009m2,-2.572192
2009m3,-2.339984
2009m4,-1.907533
2009m5,-1.141119
2009m6,-.7893069
2009m7,-.9348752
2009m8,-1.184805
2009m9,-1.153648
2009m10,-.7859746
2009m11,-.7738521
2009m12,-1.199578
2010m1,-1.878353
2010m2,-1.957152
2010m3,-1.821562
2010m4,-1.515286
2010m5,-1.624639
2010m6,-1.872257
2010m7,-1.975258
2010m8,-1.832634
2010m9,-1.80644
2010m10,-1.68751
2010m11,-1.265614
2010m12,-1.029992
2011m1,-1.14492
2011m2,-.9286832
2011m3,-.4384315
2011m4,.2296006
2011m5,.5972977
2011m6,.4812249
2011m7,.1681459
2011m8,-.3187989
2011m9,-.5925937
2011m10,-.6266255
2011m11,-.4950668
2011m12,-.2877728
2012m1,-.3514034
2012m2,-.2610895
2012m3,-.0815385
2012m4,.2209396
2012m5,.2796203
2012m6,.0613109
2012m7,-.326645
2012m8,-.6419193
2012m9,-.6730057
2012m10,-.5814732
2012m11,-.4053473
2012m12,-.5225312
2013m1,-.7678307
2013m2,-.61342
2013m3,-.2245375
2013m4,.1434178
2013m5,.2838989
2013m6,.2399526
2013m7,.0503721
2013m8,-.3468159
2013m9,-.4908262
2013m10,-.4669998
2013m11,-.41547
2013m12,-.4949147
2014m1,-.7909266
2014m2,-.6659423
2014m3,-.324453
2014m4,.0025177
2014m5,.3146397
2014m6,.1061119
2014m7,-.2575887
2014m8,-.5692686
2014m9,-.3302132
2014m10,.1816812
2014m11,.4904689
2014m12,.3657822
2015m1,-.0379676
2015m2,-.0633399
2015m3,.0550513
2015m4,.356232
2015m5,.4553252
2015m6,.3648704
2015m7,.1046253
2015m8,-.1197091
2015m9,-.1503164
2015m10,.1386626
2015m11,.6391636
2015m12,.7865598
2016m1,.4474295
2016m2,.3905866
2016m3,.5697336
2016m4,1.278294
