date,cat_family
2008m1,-.3634868
2008m2,-.3352782
2008m3,-.2867621
2008m4,-.2993365
2008m5,-.3907363
2008m6,-.5059074
2008m7,-.5235869
2008m8,-.3977564
2008m9,-.1620579
2008m10,.0137617
2008m11,.0503447
2008m12,-.0270576
2009m1,-.1016735
2009m2,-.0974551
2009m3,-.1039127
2009m4,-.0676723
2009m5,-.0471494
2009m6,-.0744988
2009m7,.0441658
2009m8,.4160568
2009m9,.8682209
2009m10,1.147135
2009m11,1.19785
2009m12,1.144219
2010m1,1.066005
2010m2,1.011309
2010m3,1.039473
2010m4,1.099584
2010m5,1.020167
2010m6,.8365764
2010m7,.7459869
2010m8,.9095957
2010m9,1.204187
2010m10,1.365965
2010m11,1.241224
2010m12,1.009743
2011m1,.8155394
2011m2,.7642099
2011m3,.7655497
2011m4,.7368603
2011m5,.6246889
2011m6,.4911567
2011m7,.4200266
2011m8,.5971478
2011m9,.9731149
2011m10,1.258093
2011m11,1.211288
2011m12,1.038446
2012m1,.9242466
2012m2,.9016221
2012m3,.8690944
2012m4,.8647716
2012m5,.7924816
2012m6,.684629
2012m7,.6943437
2012m8,.9181259
2012m9,1.196488
2012m10,1.294259
2012m11,1.167575
2012m12,1.082982
2013m1,1.112294
2013m2,1.15873
2013m3,1.137434
2013m4,1.006534
2013m5,.688449
2013m6,.1183025
2013m7,-.6032664
2013m8,-.9985814
2013m9,-1.102791
2013m10,-1.094699
2013m11,-1.074091
2013m12,-1.016971
2014m1,-1.011222
2014m2,-1.088486
2014m3,-1.23464
2014m4,-1.366411
2014m5,-1.503651
2014m6,-1.625201
2014m7,-1.586533
2014m8,-1.421857
2014m9,-1.286792
2014m10,-1.294121
2014m11,-1.35248
2014m12,-1.385613
2015m1,-1.373887
2015m2,-1.341837
2015m3,-1.276404
2015m4,-1.159815
2015m5,-1.033588
2015m6,-.9650936
2015m7,-.9633686
2015m8,-.9437009
2015m9,-.9460195
2015m10,-1.13178
2015m11,-1.317634
2015m12,-1.322645
2016m1,-1.239562
2016m2,-1.132245
2016m3,-1.000422
2016m4,-.7603165
