date,swb_security
2008m1,-.4895449
2008m2,.0561974
2008m3,.7095124
2008m4,1.163045
2008m5,1.277626
2008m6,.9308639
2008m7,.4760811
2008m8,-.1192018
2008m9,-.9278457
2008m10,-1.247127
2008m11,-.9898637
2008m12,-.6559807
2009m1,-.2235509
2009m2,.1236629
2009m3,.4268795
2009m4,.7914621
2009m5,.998199
2009m6,.8787391
2009m7,.6736631
2009m8,.3687382
2009m9,.1520742
2009m10,.0777771
2009m11,.1995227
2009m12,.4826619
2010m1,.5715798
2010m2,.5486292
2010m3,.2735659
2010m4,.1057296
2010m5,.4776529
2010m6,.9406286
2010m7,1.10095
2010m8,.845369
2010m9,.3513422
2010m10,.0652409
2010m11,.0685564
2010m12,.2379836
2011m1,.6947195
2011m2,1.122216
2011m3,1.44704
2011m4,1.710419
2011m5,1.9014
2011m6,1.846902
2011m7,1.617156
2011m8,1.350494
2011m9,1.063525
2011m10,.8582118
2011m11,.7998321
2011m12,.8705794
2012m1,1.23164
2012m2,1.480462
2012m3,1.816641
2012m4,2.151337
2012m5,2.557364
2012m6,2.64924
2012m7,2.319148
2012m8,1.791894
2012m9,1.240721
2012m10,.858187
2012m11,.6447147
2012m12,.8944588
2013m1,1.368005
2013m2,1.777605
2013m3,1.927056
2013m4,2.016135
2013m5,2.159085
2013m6,2.295575
2013m7,2.336026
2013m8,2.229773
2013m9,1.915138
2013m10,1.506568
2013m11,1.25812
2013m12,1.311173
2014m1,1.72241
2014m2,2.262061
2014m3,2.47015
2014m4,2.614543
2014m5,2.740723
2014m6,2.666399
2014m7,2.431408
2014m8,2.2056
2014m9,1.991835
2014m10,1.840971
2014m11,1.623373
2014m12,1.499053
2015m1,1.486047
2015m2,1.56046
2015m3,1.603391
2015m4,1.792192
2015m5,2.243662
2015m6,2.502842
2015m7,2.441883
2015m8,2.159817
2015m9,1.919701
2015m10,1.642621
2015m11,1.506815
2015m12,1.563469
2016m1,1.866885
2016m2,2.02691
2016m3,1.824487
2016m4,1.111879
