date,cat_health_worries
2008m1,-.4366116
2008m2,-.6526208
2008m3,-.5575719
2008m4,-.3027503
2008m5,-.242455
2008m6,-.0482035
2008m7,.1561909
2008m8,-.0483268
2008m9,-.143487
2008m10,-.0631764
2008m11,-.0303084
2008m12,-.0543809
2009m1,.018844
2009m2,-.0915117
2009m3,-.0580436
2009m4,.1928677
2009m5,.4053094
2009m6,.5178159
2009m7,.7704272
2009m8,.9411749
2009m9,1.086729
2009m10,1.211202
2009m11,1.121735
2009m12,1.021003
2010m1,1.534983
2010m2,2.106079
2010m3,2.407012
2010m4,2.445967
2010m5,2.184814
2010m6,1.886845
2010m7,1.616611
2010m8,1.31413
2010m9,1.086622
2010m10,.8726985
2010m11,.8627827
2010m12,.7421596
2011m1,.4159952
2011m2,.2310675
2011m3,.185657
2011m4,.3682528
2011m5,.4281312
2011m6,.5101312
2011m7,.7010906
2011m8,.7260974
2011m9,.7607539
2011m10,.5065876
2011m11,.2028777
2011m12,.0858767
2012m1,.1826182
2012m2,.3985665
2012m3,.5402443
2012m4,.5068963
2012m5,.5050513
2012m6,.4281799
2012m7,.3503669
2012m8,.2835416
2012m9,.2034751
2012m10,.0694516
2012m11,-.0809334
2012m12,-.1634828
2013m1,-.2185802
2013m2,-.1813426
2013m3,-.3082734
2013m4,-.4240981
2013m5,-.5608957
2013m6,-.663174
2013m7,-.60145
2013m8,-.5844423
2013m9,-.5998566
2013m10,-.7225841
2013m11,-.9998839
2013m12,-1.204625
2014m1,-1.20245
2014m2,-1.032635
2014m3,-.7597219
2014m4,-.5688964
2014m5,-.3611572
2014m6,-.2267715
2014m7,-.2215513
2014m8,-.2554792
2014m9,-.2902863
2014m10,-.5176175
2014m11,-.8659716
2014m12,-1.070481
2015m1,-.9734401
2015m2,-.8101023
2015m3,-.7726666
2015m4,-.9128478
2015m5,-1.11735
2015m6,-1.158751
2015m7,-1.181122
2015m8,-1.217429
2015m9,-1.311777
2015m10,-1.455158
2015m11,-1.691923
2015m12,-1.729711
2016m1,-1.547187
2016m2,-1.411315
2016m3,-.841576
2016m4,.4535314
