date,cat_job_growth
2008m1,1.947399
2008m2,1.879894
2008m3,1.855409
2008m4,1.872551
2008m5,1.499851
2008m6,1.067017
2008m7,.859683
2008m8,1.043874
2008m9,1.485386
2008m10,1.759444
2008m11,1.496255
2008m12,1.190113
2009m1,1.237489
2009m2,1.464828
2009m3,1.545803
2009m4,1.539363
2009m5,1.321591
2009m6,.8374606
2009m7,.5837463
2009m8,.62863
2009m9,.8787269
2009m10,1.042722
2009m11,.8255614
2009m12,.5356442
2010m1,.631317
2010m2,.9908983
2010m3,1.263899
2010m4,1.238123
2010m5,.9496974
2010m6,.4430707
2010m7,.0657992
2010m8,.1685957
2010m9,.4440022
2010m10,.6999841
2010m11,.5527208
2010m12,-.0332147
2011m1,-.4508956
2011m2,-.6222203
2011m3,-.5223761
2011m4,-.3872668
2011m5,-.5195318
2011m6,-.8362044
2011m7,-1.106441
2011m8,-1.156754
2011m9,-.9889226
2011m10,-.8820938
2011m11,-.9089289
2011m12,-.8590471
2012m1,-.70633
2012m2,-.5232729
2012m3,-.2634578
2012m4,-.2738227
2012m5,-.5703752
2012m6,-1.006402
2012m7,-1.289674
2012m8,-1.242223
2012m9,-1.064664
2012m10,-1.011035
2012m11,-1.183244
2012m12,-1.238368
2013m1,-1.095732
2013m2,-.8052415
2013m3,-.4868661
2013m4,-.3247829
2013m5,-.4350277
2013m6,-.6829797
2013m7,-.8601645
2013m8,-.8897359
2013m9,-.8083046
2013m10,-.7400482
2013m11,-.7944595
2013m12,-.8411307
2014m1,-.7488174
2014m2,-.4963697
2014m3,-.3455299
2014m4,-.3276896
2014m5,-.4991967
2014m6,-.7142981
2014m7,-.8628614
2014m8,-.9012852
2014m9,-.6764227
2014m10,-.5749613
2014m11,-.6596529
2014m12,-.7432051
2015m1,-.6769222
2015m2,-.5114807
2015m3,-.3414319
2015m4,-.2854571
2015m5,-.324038
2015m6,-.3399764
2015m7,-.3234302
2015m8,-.3810671
2015m9,-.3011379
2015m10,-.1464105
2015m11,-.0458046
2015m12,.0198918
2016m1,.0503386
2016m2,.2249322
2016m3,.4628601
2016m4,1.034111
