date,cat_healthy_habits
2008m1,-.3481967
2008m2,-.4532657
2008m3,-.668034
2008m4,-.9506235
2008m5,-1.193778
2008m6,-1.280665
2008m7,-1.368096
2008m8,-1.32358
2008m9,-1.219011
2008m10,-1.364426
2008m11,-1.292455
2008m12,-1.044381
2009m1,-.6792155
2009m2,-.4545742
2009m3,-.4038423
2009m4,-.4668752
2009m5,-.5193823
2009m6,-.4250962
2009m7,-.3418806
2009m8,-.3995289
2009m9,-.3317905
2009m10,.1778691
2009m11,1.021377
2009m12,2.060437
2010m1,2.81075
2010m2,2.929175
2010m3,2.669633
2010m4,2.304732
2010m5,2.06179
2010m6,1.900856
2010m7,1.570646
2010m8,1.24083
2010m9,.8725815
2010m10,.4400572
2010m11,.4843209
2010m12,.7036774
2011m1,.7472188
2011m2,.4258418
2011m3,.1237089
2011m4,.0722274
2011m5,.1180278
2011m6,.289183
2011m7,.4609872
2011m8,.2670782
2011m9,-.005407
2011m10,-.356304
2011m11,-.434983
2011m12,-.3152451
2012m1,.1018988
2012m2,.2886734
2012m3,.3762046
2012m4,.478159
2012m5,.4979385
2012m6,.5640913
2012m7,.4036601
2012m8,-.0062923
2012m9,-.419672
2012m10,-.6098868
2012m11,-.5935865
2012m12,-.2137616
2013m1,.3805888
2013m2,.6503018
2013m3,.6504092
2013m4,.5740575
2013m5,.4129775
2013m6,.24782
2013m7,-.0263491
2013m8,-.3679413
2013m9,-.5720449
2013m10,-.6662972
2013m11,-.7090322
2013m12,-.6116936
2014m1,-.2463222
2014m2,.0036661
2014m3,.1006666
2014m4,.0031447
2014m5,-.0481789
2014m6,.1542951
2014m7,.0234971
2014m8,-.2845021
2014m9,-.594008
2014m10,-.8205012
2014m11,-.8191259
2014m12,-.500307
2015m1,-.0677383
2015m2,-.0056099
2015m3,-.0555961
2015m4,-.0627351
2015m5,-.0674549
2015m6,.1729188
2015m7,.2195205
2015m8,-.1226177
2015m9,-.6351559
2015m10,-1.087673
2015m11,-1.321861
2015m12,-1.136935
2016m1,-.658732
2016m2,-.4814025
2016m3,-.3877882
2016m4,-.2160565
