date,swb_respect
2008m1,.3494839
2008m2,-.3087035
2008m3,-.6407892
2008m4,-.6451814
2008m5,-.4033172
2008m6,-.364672
2008m7,-.3157504
2008m8,-.2546143
2008m9,-.2644904
2008m10,-.1784399
2008m11,.1965818
2008m12,.5491532
2009m1,.8752187
2009m2,1.026921
2009m3,1.09269
2009m4,1.103352
2009m5,1.176591
2009m6,1.375204
2009m7,1.417395
2009m8,1.40352
2009m9,1.581912
2009m10,1.913814
2009m11,2.219527
2009m12,2.218257
2010m1,2.268214
2010m2,2.316886
2010m3,2.273108
2010m4,2.168361
2010m5,2.063823
2010m6,2.132398
2010m7,2.010959
2010m8,1.798796
2010m9,1.495509
2010m10,1.185772
2010m11,1.318646
2010m12,1.974131
2011m1,2.805264
2011m2,3.084029
2011m3,2.798125
2011m4,2.284132
2011m5,1.937759
2011m6,1.761984
2011m7,1.442712
2011m8,1.237646
2011m9,1.196388
2011m10,1.34525
2011m11,1.796064
2011m12,2.211449
2012m1,2.487544
2012m2,2.402614
2012m3,2.021723
2012m4,1.662852
2012m5,1.477129
2012m6,1.406492
2012m7,1.242661
2012m8,1.046131
2012m9,.9423422
2012m10,.9472898
2012m11,1.154112
2012m12,1.108279
2013m1,1.364111
2013m2,1.531023
2013m3,1.432614
2013m4,1.224836
2013m5,1.396387
2013m6,1.572997
2013m7,1.401346
2013m8,1.118226
2013m9,1.019293
2013m10,1.054332
2013m11,1.189021
2013m12,1.451555
2014m1,1.927226
2014m2,1.848158
2014m3,1.669968
2014m4,1.524249
2014m5,1.466375
2014m6,1.28907
2014m7,.9171044
2014m8,.5027997
2014m9,.2382789
2014m10,.394171
2014m11,.8124674
2014m12,.9588479
2015m1,1.098524
2015m2,.890884
2015m3,.6650569
2015m4,.5820798
2015m5,.8218973
2015m6,.9606472
2015m7,.7091792
2015m8,.1897758
2015m9,-.4307857
2015m10,-.7307882
2015m11,-.5516033
2015m12,-.0275409
2016m1,.5951629
2016m2,.6486791
2016m3,.2997653
2016m4,-.3529531
