date,cat_job_growth
2011m1,.0738111
2011m2,.595535
2011m3,1.141212
2011m4,1.186685
2011m5,.6084892
2011m6,.1637101
2011m7,-.1061446
2011m8,-.0715658
2011m9,.026351
2011m10,.011352
2011m11,-.6247285
2011m12,-1.131188
2012m1,-.9352367
2012m2,-.3789575
2012m3,-.1831053
2012m4,-.4188581
2012m5,-.6577316
2012m6,-.8112191
2012m7,-.7821765
2012m8,-.6961014
2012m9,-.6542962
2012m10,-.8594895
2012m11,-1.355896
2012m12,-1.391576
2013m1,-.8115
2013m2,-.3779756
2013m3,-.2149064
2013m4,-.1394849
2013m5,-.3314148
2013m6,-.5987493
2013m7,-.5995438
2013m8,-.690208
2013m9,-.568526
2013m10,-.3121662
2013m11,-.4027017
2013m12,-.4731034
2014m1,-.0493184
2014m2,.3465976
2014m3,.4894465
2014m4,.5586265
2014m5,.3030107
2014m6,-.0551861
2014m7,-.2333388
2014m8,-.4525605
2014m9,-.5351647
2014m10,-.4817551
2014m11,-.3308536
2014m12,-.0772293
2015m1,.2647553
2015m2,.5817065
2015m3,.7964067
2015m4,.8128633
2015m5,.505991
2015m6,.3329566
2015m7,.0671446
2015m8,-.0553228
2015m9,.1799718
2015m10,.3552611
2015m11,.6076984
2015m12,.8854266
2016m1,1.211395
2016m2,1.601722
2016m3,2.098686
2016m4,3.042467
