healthy_habits_f
2.716361
-.3292927
-.7263739
-1.058306
-.8853585
.8764265
1.196831
.0948761
.3206024
-.4824346
-.5656382
.6786436
2.205817
.4804261
.6363779
-.2780126
.5021524
.4008313
.3569317
-.9332423
-.816036
-1.473981
-.7039121
-1.053191
1.2258
.8919049
1.523091
-.3346882
.2091203
.7324044
.5105545
-.5135096
-1.444452
-1.896029
-1.00983
-.2650529
1.250433
.34431
.8886011
.0256928
.2064987
-.1640428
.4018831
-.1906063
-.8495862
-2.030632
-1.590235
-.0217606
1.368225
.3090954
.0638994
.2959204
-.3932645
1.816597
-.3372141
-.5482681
-1.635358
