region,date,crime
Rhone-Alpes,2013m1,-.091176733
Rhone-Alpes,2013m2,-.4283253
Rhone-Alpes,2013m3,-.54034692
Rhone-Alpes,2013m4,-1.0580949
Rhone-Alpes,2013m5,-.60337281
Rhone-Alpes,2013m6,-.53082156
Rhone-Alpes,2013m7,-.73345917
Rhone-Alpes,2013m8,-1.0780181
Rhone-Alpes,2013m9,-.035543643
Rhone-Alpes,2013m10,-.41590345
Rhone-Alpes,2013m11,-.43951604
Rhone-Alpes,2013m12,-.93781012
Rhone-Alpes,2014m1,.25540078
Rhone-Alpes,2014m2,.041506041
Rhone-Alpes,2014m3,-.010961646
Rhone-Alpes,2014m4,-.39928183
Rhone-Alpes,2014m5,-.51061523
Rhone-Alpes,2014m6,-.60043895
Rhone-Alpes,2014m7,-.79240835
Rhone-Alpes,2014m8,-.70653296
Rhone-Alpes,2014m9,-.032813601
Rhone-Alpes,2014m10,-.096379533
Rhone-Alpes,2014m11,.30643567
Rhone-Alpes,2014m12,-.75721258
Rhone-Alpes,2015m1,.61034173
Rhone-Alpes,2015m2,.77637374
Rhone-Alpes,2015m3,.69241846
Rhone-Alpes,2015m4,-.060610652
Rhone-Alpes,2015m5,-.28320011
Rhone-Alpes,2015m6,.23059326
Rhone-Alpes,2015m7,-.33240351
Rhone-Alpes,2015m8,-.64592141
Rhone-Alpes,2015m9,.29584262
Rhone-Alpes,2015m10,.46644309
Rhone-Alpes,2015m11,1.824518
Rhone-Alpes,2015m12,.10368182
Rhone-Alpes,2016m1,.80086035
Rhone-Alpes,2016m2,.28005469
Rhone-Alpes,2016m3,.66670227
Rhone-Alpes,2016m4,-.18484071
Rhone-Alpes,2016m5,.46771362
Rhone-Alpes,2016m6,-.20092639
Rhone-Alpes,2016m7,-.33376351
Rhone-Alpes,2016m8,-.27976
Rhone-Alpes,2016m9,.71111667
Rhone-Alpes,2016m10,.85836983
Rhone-Alpes,2016m11,.73621088
Rhone-Alpes,2016m12,.15744565
Rhone-Alpes,2017m1,.93133307
Rhone-Alpes,2017m2,1.1913127
Rhone-Alpes,2017m3,.75782669
