date,cat_job_growth
2008m1,2.493621
2008m2,1.518047
2008m3,1.238567
2008m4,.4554366
2008m5,-.1994974
2008m6,-.6375141
2008m7,-.8661835
2008m8,-.7969918
2008m9,-.3863505
2008m10,-.1206022
2008m11,-.2404805
2008m12,-.0532471
2009m1,.0011666
2009m2,.156034
2009m3,.2941773
2009m4,.2283444
2009m5,.1960701
2009m6,.153871
2009m7,-.1979247
2009m8,-.5157662
2009m9,-.4746619
2009m10,.079002
2009m11,.4696187
2009m12,.7736233
2010m1,1.181104
2010m2,1.606115
2010m3,1.52869
2010m4,1.324131
2010m5,1.053755
2010m6,1.035331
2010m7,1.182616
2010m8,1.395484
2010m9,1.61471
2010m10,1.532629
2010m11,1.164945
2010m12,.4662212
2011m1,-.3791403
2011m2,-.6654049
2011m3,-.4730427
2011m4,-.2747432
2011m5,-.3103379
2011m6,-.388212
2011m7,-.2952902
2011m8,-.3168007
2011m9,-.2534064
2011m10,-.0813426
2011m11,-.212194
2011m12,-.5362625
2012m1,-.713684
2012m2,-.5880964
2012m3,-.4679789
2012m4,-.5043611
2012m5,-.744564
2012m6,-1.00578
2012m7,-1.121795
2012m8,-1.078616
2012m9,-.7170545
2012m10,-.3792735
2012m11,-.3615015
2012m12,-.3280802
2013m1,-.368039
2013m2,-.3629401
2013m3,-.4205686
2013m4,-.4286179
2013m5,-.6227185
2013m6,-.8156213
2013m7,-.7857881
2013m8,-.5699497
2013m9,-.3336323
2013m10,-.2062776
2013m11,-.4629852
2013m12,-.750321
2014m1,-.7532946
2014m2,-.3846138
2014m3,-.0738667
2014m4,.0944783
2014m5,-.1495728
2014m6,-.3898013
2014m7,-.603093
2014m8,-.5605319
2014m9,-.1676054
2014m10,-.0113759
2014m11,-.0741554
2014m12,-.2706487
2015m1,-.1134958
2015m2,.2850142
2015m3,.505875
2015m4,.3409973
2015m5,-.1665059
2015m6,-.3316613
2015m7,-.2146327
2015m8,-.0055299
2015m9,.1758953
2015m10,-.0484748
2015m11,-.4046963
2015m12,-.5789809
2016m1,-.4606746
2016m2,.1222101
2016m3,1.03383
2016m4,2.875243
