region,date,protectionnisme
Centre,2013m1,.54321605
Centre,2013m2,.51222926
Centre,2013m3,-.51460838
Centre,2013m4,-.34305924
Centre,2013m5,-.53719842
Centre,2013m6,.69108957
Centre,2013m7,-.85107666
Centre,2013m8,-1.2413143
Centre,2013m9,-.64951825
Centre,2013m10,-.45119584
Centre,2013m11,-.24877957
Centre,2013m12,.11989129
Centre,2014m1,1.0678631
Centre,2014m2,2.1543868
Centre,2014m3,-.55276787
Centre,2014m4,-.33373573
Centre,2014m5,-.32015532
Centre,2014m6,-.4607124
Centre,2014m7,-1.4000071
Centre,2014m8,-1.8259408
Centre,2014m9,-.59657842
Centre,2014m10,.058339514
Centre,2014m11,1.7612747
Centre,2014m12,.58604413
Centre,2015m1,-.94827557
Centre,2015m2,1.0654353
Centre,2015m3,-.035082694
Centre,2015m4,.38848346
Centre,2015m5,.15528892
Centre,2015m6,.25885892
Centre,2015m7,-1.0473169
Centre,2015m8,-1.1176031
Centre,2015m9,.36160204
Centre,2015m10,.012279689
Centre,2015m11,-.37123734
Centre,2015m12,.0087710228
Centre,2016m1,.33438587
Centre,2016m2,.38475674
Centre,2016m3,-.22250438
Centre,2016m4,.23295791
Centre,2016m5,1.1343818
Centre,2016m6,.2445229
Centre,2016m7,-1.1414865
Centre,2016m8,-1.4586012
Centre,2016m9,.23125765
Centre,2016m10,.32275581
Centre,2016m11,1.6669896
Centre,2016m12,1.074756
Centre,2017m1,.63740718
Centre,2017m2,.59956175
Centre,2017m3,1.1477876
