date,swb_worry
2011m1,.3307898
2011m2,.4421659
2011m3,.2965745
2011m4,.0779127
2011m5,.0437777
2011m6,.3634876
2011m7,.9639158
2011m8,1.838503
2011m9,2.15197
2011m10,1.815063
2011m11,1.215857
2011m12,.9489807
2012m1,1.094573
2012m2,1.191441
2012m3,.9197702
2012m4,.4989305
2012m5,.3150612
2012m6,.310366
2012m7,.5035486
2012m8,.827147
2012m9,1.324475
2012m10,1.547519
2012m11,1.284106
2012m12,.8299577
2013m1,.5537202
2013m2,.1973679
2013m3,-.1273254
2013m4,-.2856532
2013m5,-.1491682
2013m6,.0383602
2013m7,-.0211418
2013m8,-.0671601
2013m9,-.0250832
2013m10,-.035652
2013m11,-.1403547
2013m12,-.1036866
2014m1,.1040903
2014m2,.0064409
2014m3,-.357079
2014m4,-.568864
2014m5,-.7419175
2014m6,-.7259211
2014m7,-.6250712
2014m8,-.4435609
2014m9,-.2319262
2014m10,-.2987179
2014m11,-.6170887
2014m12,-.8837908
2015m1,-.8639715
2015m2,-.8764569
2015m3,-1.139236
2015m4,-1.475306
2015m5,-1.609919
2015m6,-1.570253
2015m7,-1.339808
2015m8,-.884228
2015m9,-.3489456
2015m10,-.3332008
2015m11,-.7817907
2015m12,-1.026776
2016m1,-.9584462
2016m2,-.7318487
2016m3,-.6363054
2016m4,-.597537
