date,swb_enjoyment
2008m1,-.8656259
2008m2,-.1836249
2008m3,.242239
2008m4,.5657758
2008m5,.702177
2008m6,.5201187
2008m7,.2671537
2008m8,.2064117
2008m9,-.0247314
2008m10,-.4076308
2008m11,-.7170489
2008m12,-.9463711
2009m1,-1.249602
2009m2,-1.030111
2009m3,-.665049
2009m4,-.4282628
2009m5,-.61953
2009m6,-1.074818
2009m7,-1.429414
2009m8,-1.750547
2009m9,-1.642706
2009m10,-1.627269
2009m11,-1.435264
2009m12,-1.282461
2010m1,-.9393763
2010m2,-.2854581
2010m3,.3087552
2010m4,.6746591
2010m5,.5653322
2010m6,.1757152
2010m7,-.5839871
2010m8,-1.380416
2010m9,-1.484898
2010m10,-1.331879
2010m11,-.9239946
2010m12,-.6876301
2011m1,-.2097581
2011m2,.3110757
2011m3,.5702295
2011m4,.6469109
2011m5,.4211435
2011m6,.1335927
2011m7,-.2402584
2011m8,-.511484
2011m9,-.3674279
2011m10,-.0909812
2011m11,.1050677
2011m12,.015953
2012m1,-.0034974
2012m2,.4515347
2012m3,.8201587
2012m4,1.062239
2012m5,1.199066
2012m6,1.126337
2012m7,.7004242
2012m8,.083826
2012m9,-.1967125
2012m10,-.221409
2012m11,-.0024092
2012m12,.0563639
2013m1,.0331447
2013m2,.2807935
2013m3,.6277948
2013m4,.8667934
2013m5,1.065401
2013m6,1.207089
2013m7,.9569017
2013m8,.5529304
2013m9,.240351
2013m10,.1656678
2013m11,.4271407
2013m12,.5799758
2014m1,.5848039
2014m2,.8147731
2014m3,1.199797
2014m4,1.418664
2014m5,1.382399
2014m6,1.078923
2014m7,.8004562
2014m8,.6815376
2014m9,.9075799
2014m10,1.06727
2014m11,1.044845
2014m12,.9286731
2015m1,.8792889
2015m2,1.152819
2015m3,1.482756
2015m4,1.466235
2015m5,1.352407
2015m6,1.095417
2015m7,.540056
2015m8,.0531811
2015m9,.2137373
2015m10,.8490678
2015m11,1.073705
2015m12,.7713324
2016m1,.3188026
2016m2,.2262641
2016m3,.5389503
2016m4,1.112722
