date,cat_social_progress
2008m1,-.4990222
2008m2,-.2622751
2008m3,-.1885137
2008m4,-.3699567
2008m5,-.9193387
2008m6,-1.349552
2008m7,-1.34886
2008m8,-.7422404
2008m9,.0248625
2008m10,.3811799
2008m11,.2804397
2008m12,.0236499
2009m1,.0223893
2009m2,.3089932
2009m3,.4599878
2009m4,.3008891
2009m5,-.2448535
2009m6,-.8366081
2009m7,-.9610724
2009m8,-.4220119
2009m9,.269384
2009m10,.5660149
2009m11,.4859661
2009m12,.2517897
2010m1,.417304
2010m2,.7408855
2010m3,.9274609
2010m4,.645274
2010m5,-.0238658
2010m6,-.5453849
2010m7,-.5984079
2010m8,-.3161004
2010m9,.110736
2010m10,.2034671
2010m11,-.0092066
2010m12,-.4012734
2011m1,-.431526
2011m2,-.1965576
2011m3,-.1619788
2011m4,-.4379129
2011m5,-.9754782
2011m6,-1.452831
2011m7,-1.493401
2011m8,-1.007593
2011m9,-.4490226
2011m10,-.243397
2011m11,-.3718119
2011m12,-.5770028
2012m1,-.4068664
2012m2,-.1020609
2012m3,.0242941
2012m4,-.2380216
2012m5,-.8933842
2012m6,-1.436004
2012m7,-1.36316
2012m8,-.7586287
2012m9,-.1936719
2012m10,.0074521
2012m11,-.2526275
2012m12,-.6726262
2013m1,-.7268487
2013m2,-.4506915
2013m3,-.2046383
2013m4,-.246285
2013m5,-.6870595
2013m6,-1.120552
2013m7,-.9940761
2013m8,-.3559655
2013m9,.2338796
2013m10,.4315919
2013m11,.3120809
2013m12,.157327
2014m1,.2913361
2014m2,.5824034
2014m3,.7623259
2014m4,.6116643
2014m5,-.0243797
2014m6,-.6440642
2014m7,-.6153106
2014m8,.0902643
2014m9,.8461632
2014m10,1.138761
2014m11,.9822056
2014m12,.8576994
2015m1,.9615305
2015m2,1.236243
2015m3,1.474306
2015m4,1.21626
2015m5,.4534255
2015m6,-.2563663
2015m7,-.3389217
2015m8,.4110298
2015m9,1.249206
2015m10,1.57338
2015m11,1.463207
2015m12,1.267302
2016m1,1.514722
2016m2,1.801025
2016m3,1.599055
2016m4,.8484527
