date,swb_happiness
2011m1,-.412594
2011m2,.1536466
2011m3,.4173192
2011m4,.6688972
2011m5,.8791837
2011m6,.8859248
2011m7,.5556296
2011m8,-.023882
2011m9,-.4030656
2011m10,.0076838
2011m11,.7287819
2011m12,1.257359
2012m1,1.002951
2012m2,.7138605
2012m3,.6681592
2012m4,1.099348
2012m5,1.438555
2012m6,1.201644
2012m7,.8000254
2012m8,.2942428
2012m9,-.1157139
2012m10,.3006997
2012m11,.9055138
2012m12,.8223337
2013m1,.1511637
2013m2,-.0080702
2013m3,.1948657
2013m4,.5804645
2013m5,1.027404
2013m6,1.044539
2013m7,.5500702
2013m8,-.2130629
2013m9,-.7475622
2013m10,-.632957
2013m11,-.2102823
2013m12,-.2306989
2014m1,-.6798216
2014m2,-.5384986
2014m3,-.0093009
2014m4,.6212111
2014m5,.9434145
2014m6,.6476108
2014m7,.0667231
2014m8,-.6864225
2014m9,-1.155016
2014m10,-.7580329
2014m11,-.0310504
2014m12,.5531292
2015m1,.6820328
2015m2,.508197
2015m3,.270362
2015m4,.3193175
2015m5,.6238607
2015m6,.6404656
2015m7,.3909266
2015m8,-.2639928
2015m9,-.4851886
2015m10,-.0066582
2015m11,.6640002
2015m12,.8707294
2016m1,.6896652
2016m2,.5689226
2016m3,.1913043
2016m4,-.4168018
