date,cat_health_worries
2011m1,2.26542
2011m2,2.114688
2011m3,1.575413
2011m4,1.204995
2011m5,1.129319
2011m6,1.096728
2011m7,.9882208
2011m8,1.275252
2011m9,1.503734
2011m10,1.323643
2011m11,.8671659
2011m12,.5848805
2012m1,.4564106
2012m2,.5095754
2012m3,.6960104
2012m4,.6984401
2012m5,.6431339
2012m6,.5691857
2012m7,.6021981
2012m8,.5385054
2012m9,.4870215
2012m10,.4472835
2012m11,.4386864
2012m12,.4364972
2013m1,.5708609
2013m2,.669099
2013m3,.5949587
2013m4,.33265
2013m5,.1471205
2013m6,-.0482024
2013m7,-.283993
2013m8,-.4295854
2013m9,-.4889831
2013m10,-.4105581
2013m11,-.4111811
2013m12,-.4407997
2014m1,-.2887526
2014m2,-.1342099
2014m3,-.0624175
2014m4,-.1548917
2014m5,-.2446706
2014m6,-.4722016
2014m7,-.5727805
2014m8,-.6338162
2014m9,-.6501101
2014m10,-.4884818
2014m11,-.6215218
2014m12,-.9076953
2015m1,-.8610471
2015m2,-.6845732
2015m3,-.7344767
2015m4,-.9220066
2015m5,-1.154142
2015m6,-1.2625
2015m7,-1.34723
2015m8,-1.440527
2015m9,-1.480831
2015m10,-1.402452
2015m11,-1.272572
2015m12,-1.295456
2016m1,-1.292978
2016m2,-1.128837
2016m3,-.6833215
2016m4,-.0592947
