date,cat_spirituality
2011m1,-.1503737
2011m2,.2901871
2011m3,.5191659
2011m4,.49233
2011m5,.0449175
2011m6,-.6581767
2011m7,-1.074327
2011m8,-.9873698
2011m9,-.1475732
2011m10,.7098105
2011m11,1.012364
2011m12,.8887666
2012m1,.6612085
2012m2,.7265657
2012m3,.8012737
2012m4,.6513075
2012m5,-.0035367
2012m6,-.724887
2012m7,-.9440587
2012m8,-.6474395
2012m9,-.0350557
2012m10,.3428497
2012m11,.3052488
2012m12,.1031613
2013m1,.0430724
2013m2,.2967042
2013m3,.5052085
2013m4,.3717673
2013m5,-.3818265
2013m6,-1.235672
2013m7,-1.656822
2013m8,-1.421796
2013m9,-.6428054
2013m10,.0587911
2013m11,.2339557
2013m12,.026589
2014m1,-.157435
2014m2,-.0747349
2014m3,.1516568
2014m4,.1724341
2014m5,-.3366147
2014m6,-1.022261
2014m7,-1.253906
2014m8,-.9947422
2014m9,-.2080273
2014m10,.3223126
2014m11,.4834465
2014m12,.4876229
2015m1,.4340016
2015m2,.6371962
2015m3,.8478465
2015m4,.6039437
2015m5,-.2494745
2015m6,-1.166122
2015m7,-1.576959
2015m8,-1.092886
2015m9,-.0016516
2015m10,.7121259
2015m11,.8184075
2015m12,.6158119
2016m1,.4979972
2016m2,.7447235
2016m3,.9783803
2016m4,1.253383
