date,cat_health_conditions
2011m1,-.0413366
2011m2,.0313855
2011m3,.2129225
2011m4,.0301449
2011m5,-.6758197
2011m6,-1.108232
2011m7,-1.06816
2011m8,-.6057416
2011m9,.1559702
2011m10,.5630923
2011m11,.3966319
2011m12,-.0352481
2012m1,.2389716
2012m2,.8510338
2012m3,1.03436
2012m4,.7159433
2012m5,-.1624741
2012m6,-.8151217
2012m7,-.7985497
2012m8,-.3952625
2012m9,.2253831
2012m10,.2775338
2012m11,-.0481359
2012m12,-.4582973
2013m1,-.2483039
2013m2,.2012315
2013m3,.3153868
2013m4,.031529
2013m5,-.6141773
2013m6,-.9690111
2013m7,-.8702489
2013m8,-.3234158
2013m9,.4362129
2013m10,.8441489
2013m11,.4685511
2013m12,-.3207842
2014m1,-.4279221
2014m2,-.1220406
2014m3,.0002782
2014m4,-.0192272
2014m5,-.5896261
2014m6,-.8661476
2014m7,-.7905049
2014m8,-.5308695
2014m9,-.0503028
2014m10,.3313769
2014m11,.2279309
2014m12,-.0962973
2015m1,.1074739
2015m2,.5935178
2015m3,.8355058
2015m4,.7796679
2015m5,.349233
2015m6,.1927178
2015m7,.1819513
2015m8,.3478558
2015m9,.7183694
2015m10,.5568148
2015m11,-.1557425
2015m12,-.6255222
2016m1,-.5080009
2016m2,-.0623992
2016m3,.5709637
2016m4,1.578832
