date,swb_job_satisfaction
2008m1,.4051613
2008m2,.6891413
2008m3,.7043104
2008m4,.5837961
2008m5,.3634371
2008m6,.2150072
2008m7,.200005
2008m8,.2423045
2008m9,.4072191
2008m10,.817242
2008m11,1.452178
2008m12,1.981164
2009m1,2.428731
2009m2,2.326311
2009m3,2.192896
2009m4,1.84316
2009m5,1.588261
2009m6,1.410347
2009m7,1.273271
2009m8,1.222969
2009m9,1.473382
2009m10,1.81315
2009m11,1.804906
2009m12,1.700671
2010m1,1.664832
2010m2,1.851273
2010m3,1.849204
2010m4,1.814287
2010m5,2.166625
2010m6,2.784968
2010m7,2.970458
2010m8,2.341604
2010m9,1.853959
2010m10,1.323976
2010m11,.9570628
2010m12,.6849852
2011m1,.6176112
2011m2,.5734494
2011m3,.4740448
2011m4,.3759653
2011m5,.2502975
2011m6,.1997197
2011m7,.1823611
2011m8,.1653572
2011m9,.2102752
2011m10,.2796778
2011m11,.3502999
2011m12,.5599108
2012m1,.609072
2012m2,.4903597
2012m3,.2957282
2012m4,.2181385
2012m5,.3237723
2012m6,.3791323
2012m7,.446899
2012m8,.6692578
2012m9,.9820779
2012m10,.9118858
2012m11,.7499334
2012m12,.4980024
2013m1,.2920612
2013m2,.1369724
2013m3,-.0465325
2013m4,-.158507
2013m5,-.2427832
2013m6,-.2075974
2013m7,-.1745862
2013m8,-.1665388
2013m9,-.1966367
2013m10,-.2837455
2013m11,-.3086369
2013m12,-.2430132
2014m1,-.2115787
2014m2,-.2422601
2014m3,-.2889791
2014m4,-.3308624
2014m5,-.3822002
2014m6,-.4191314
2014m7,-.4739951
2014m8,-.5731545
2014m9,-.6666411
2014m10,-.6617132
2014m11,-.654013
2014m12,-.6175823
2015m1,-.6021647
2015m2,-.6471515
2015m3,-.6247773
2015m4,-.6331726
2015m5,-.6710758
2015m6,-.5664545
2015m7,-.3872913
2015m8,-.3056866
2015m9,-.3504481
2015m10,-.3177167
2015m11,-.188487
2015m12,-.1436866
2016m1,-.1324771
2016m2,-.2009831
2016m3,-.4074513
2016m4,-.4960544
